"Nome da conta","Nome da campanha","Nome do conjunto de anúncios","Nome do anúncio","Identificação da conta","Identificação da campanha","Identificação do conjunto de anúncios","Identificação do anúncio",Anúncios,Idade,Gênero,Dia,Alcance,Impressões,Frequência,Moeda,"Valor usado (BRL)","Configuração de atribuição","Custo por lead",Leads,"Cliques no link","CTR (todos)","CPM (custo por 1.000 impressões)","CPC (custo por clique no link)","CPC (todos)",Visualizações,"Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Orçamento da campanha","Tipo de orçamento da campanha","Início dos relatórios","Término dos relatórios"
"Conta Suzuki Sun Motors",CP08_v-strom-650-xt_[inicio_24/11],CJ01_v-strom_650_amplo,AD03_v-strom_img_[08/12],722911362773979,120216828365640599,120216828365630599,120236637511090599,AD03_v-strom_img_[08/12],45-54,female,2026-01-03,3,3,1,BRL,0.02,"Clique de 7 dias ou visualização de 1 dia",,,,0,6.66666667,,0,,"Using campaign budget",Daily,8,Daily,2026-01-03,2026-01-03
"Conta Zontes",CP08_tactic-400_[inicio_30/11],CJ01_tactic400_Amplo,AD04_tactic400_img_[29/11],7658357130952021,120224545592140714,120224545592160714,120236521361910714,AD04_tactic400_img_[29/11],45-54,female,2026-01-03,11,13,1.18181818,BRL,0.09,"Clique de 7 dias ou visualização de 1 dia",,,,0,6.92307692,,0,,"Using campaign budget",Daily,8,Daily,2026-01-03,2026-01-03
"Conta Kia Sun Motors",CP03_ev5_[inicio_01/01],"[Amanita] Always On | KIA | EV5 | ADV+RMKT",AD01_ev5_img_[27/10],277844195704332,6819551408615,6819551408215,6934957249815,AD01_ev5_img_[27/10],45-54,female,2026-01-03,29,29,1,BRL,0.33,"Clique de 7 dias ou visualização de 1 dia",,,,6.89655172,11.37931034,,0.165,,"Using campaign budget",Daily,7,Daily,2026-01-03,2026-01-03
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD09_nk150_video_[04/12],184629203219671,120231793936550298,120231793936530298,120236360511170298,AD09_nk150_video_[04/12],45-54,female,2026-01-03,9,10,1.11111111,BRL,0.07,"Clique de 7 dias ou visualização de 1 dia",,,,0,7,,0,,"Using campaign budget",Daily,15,Daily,2026-01-03,2026-01-03
"Conta Suzuki Sun Motors",CP06_gsx-8r_[inicio_08/09],CJ01_gsx-8r_amplo,AD05_gsx_8r_img_[25/09],722911362773979,120231169848870599,120231169848990599,120232140918400599,AD05_gsx_8r_img_[25/09],45-54,female,2026-01-03,4,4,1,BRL,0.07,"Clique de 7 dias ou visualização de 1 dia",,,,0,17.5,,0,,"Using campaign budget",Daily,15,Daily,2026-01-03,2026-01-03
"Conta Zontes",CP03_e-350_[inicio_01/01],"[Amanita] Zontes - 350 Scooter - AMPLO",AD06_e350_img_[31/10]_com_preco,7658357130952021,120228803541830714,120228803541820714,120235269660740714,AD06_e350_img_[31/10]_com_preco,45-54,female,2026-01-03,140,162,1.15714286,BRL,0.83,"Clique de 7 dias ou visualização de 1 dia",,,2,1.2345679,5.12345679,0.415,0.415,,"Using campaign budget",Daily,15,Daily,2026-01-03,2026-01-03
"Conta Suzuki Sun Motors",CP03_gsx-s1000-gx_[inicio_19/09],CJ01_gsx-s1000-gx_amplo,AD02_gsx-s1000-gx_img_[18/11],722911362773979,120231841911510599,120231841911540599,120235424386130599,AD02_gsx-s1000-gx_img_[18/11],45-54,female,2026-01-03,2,2,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,9,Daily,2026-01-03,2026-01-03
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD05_dk160_img_[24/11],184629203219671,120233157487530298,120233157487570298,120235753096250298,AD05_dk160_img_[24/11],45-54,female,2026-01-03,35,46,1.31428571,BRL,0.18,"Clique de 7 dias ou visualização de 1 dia",,,,0,3.91304348,,0,,"Using campaign budget",Daily,15,Daily,2026-01-03,2026-01-03
"Conta Suzuki Sun Motors",CP04_gsx-s1000_[inicio_24/11},CJ01_gsx-s1000_amplo,AD01_gsx-s1000_img_[24/11],722911362773979,120235789366720599,120235789366790599,120235789366740599,AD01_gsx-s1000_img_[24/11],45-54,female,2026-01-03,11,15,1.36363636,BRL,0.06,"Clique de 7 dias ou visualização de 1 dia",,,,0,4,,0,,"Using campaign budget",Daily,10,Daily,2026-01-03,2026-01-03
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD08_nk150_img_[01/12],184629203219671,120231793936550298,120231793936530298,120236167397160298,AD08_nk150_img_[01/12],45-54,female,2026-01-03,4,5,1.25,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,2,,0,,"Using campaign budget",Daily,15,Daily,2026-01-03,2026-01-03
"Conta Zontes",CP05_t-350+t-350-x_[inicio_01/01],"[Amanita] Zontes - T350 e T350x - Amplo",AD03_t350-t350x_img_[01/12]_com_preco,7658357130952021,120224545259140714,120224545259250714,120236891237080714,AD03_t350-t350x_img_[01/12]_com_preco,45-54,female,2026-01-03,22,28,1.27272727,BRL,0.25,"Clique de 7 dias ou visualização de 1 dia",,,,0,8.92857143,,0,,"Using campaign budget",Daily,20,Daily,2026-01-03,2026-01-03
"Conta Zontes",CP02_v-350_[inicio_01/01],"01 - amplo",AD04_v350_img_[15/10]_com_preco,7658357130952021,120212510922970714,120212510922950714,120236892254390714,AD04_v350_img_[15/10]_com_preco,45-54,female,2026-01-03,30,32,1.06666667,BRL,0.09,"Clique de 7 dias ou visualização de 1 dia",,,2,12.5,2.8125,0.045,0.0225,,"Using campaign budget",Daily,9,Daily,2026-01-03,2026-01-03
"Conta Kia Sun Motors",CP01_sportage_[inicio_08/09],CJ01_sportage_amplo,AD08_sportage_img_[12/11],277844195704332,6915514980415,6915514981215,6942412743815,AD08_sportage_img_[12/11],45-54,female,2026-01-03,12,13,1.08333333,BRL,0.14,"Clique de 7 dias ou visualização de 1 dia",,,,7.69230769,10.76923077,,0.14,,"Using campaign budget",Daily,20,Daily,2026-01-03,2026-01-03
"Conta Haojue Sun Motors",CP06_master-ride-150_[inicio_08/09],CJ01_master_ride_amplo,AD05_master_ride_video_[26/09],184629203219671,120231323193670298,120231323193700298,120232168040110298,AD05_master_ride_video_[26/09],45-54,female,2026-01-03,9,13,1.44444444,BRL,0.11,"Clique de 7 dias ou visualização de 1 dia",,,,0,8.46153846,,0,,"Using campaign budget",Daily,15,Daily,2026-01-03,2026-01-03
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD05_niro_img_[05/12],277844195704332,6729879019015,6729879019215,6953693449415,AD05_niro_img_[05/12],45-54,female,2026-01-03,75,83,1.10666667,BRL,0.87,"Clique de 7 dias ou visualização de 1 dia",,,2,2.40963855,10.48192771,0.435,0.435,,"Using campaign budget",Daily,20,Daily,2026-01-03,2026-01-03
"Conta Suzuki Sun Motors",CP05_v-strom-800-de_[inicio_01/01],"[Amanita] Suzuki - V-Strom 800 DE | Amplo",AD03_v-strom800_img_[02/12],722911362773979,120222759633540599,120222759633660599,120236250844970599,AD03_v-strom800_img_[02/12],45-54,female,2026-01-03,2,3,1.5,BRL,0.02,"Clique de 7 dias ou visualização de 1 dia",,,,0,6.66666667,,0,,"Using campaign budget",Daily,10,Daily,2026-01-03,2026-01-03
"Conta Suzuki Sun Motors",CP03_gsx-s1000-gx_[inicio_19/09],CJ01_gsx-s1000-gx_amplo,AD04_gsx-s1000-gx_img_[08/12],722911362773979,120231841911510599,120231841911540599,120236637752440599,AD04_gsx-s1000-gx_img_[08/12],45-54,female,2026-01-03,12,14,1.16666667,BRL,0.05,"Clique de 7 dias ou visualização de 1 dia",,,,0,3.57142857,,0,,"Using campaign budget",Daily,9,Daily,2026-01-03,2026-01-03
"Conta Haojue Sun Motors",CP06_master-ride-150_[inicio_08/09],CJ01_master_ride_amplo,AD08_master_ride_img_[01/12],184629203219671,120231323193670298,120231323193700298,120236167328320298,AD08_master_ride_img_[01/12],45-54,female,2026-01-03,38,50,1.31578947,BRL,0.37,"Clique de 7 dias ou visualização de 1 dia",0.37,1,2,10,7.4,0.185,0.074,,"Using campaign budget",Daily,15,Daily,2026-01-03,2026-01-03
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD09_nk150_img_[17/12],184629203219671,120231793936550298,120231793936530298,120237121143250298,AD09_nk150_img_[17/12],45-54,female,2026-01-03,15,20,1.33333333,BRL,0.07,"Clique de 7 dias ou visualização de 1 dia",,,,0,3.5,,0,,"Using campaign budget",Daily,15,Daily,2026-01-03,2026-01-03
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD02_bongo_img_[24/11],277844195704332,6662637016215,6662637322615,6947902635015,AD02_bongo_img_[24/11],45-54,female,2026-01-03,38,43,1.13157895,BRL,0.14,"Clique de 7 dias ou visualização de 1 dia",,,1,6.97674419,3.25581395,0.14,0.04666667,,30,Daily,"Using ad set budget",,2026-01-03,2026-01-03
"Conta Kia Sun Motors",CP04_carnival_[inicio_01/01],"[Amanita] Always On | KIA | Carnival | AMPLO (ADV)",AD01_carnival_img_[27/10],277844195704332,6819548126415,6880512939215,6934959059415,AD01_carnival_img_[27/10],45-54,female,2026-01-03,69,73,1.05797101,BRL,0.9,"Clique de 7 dias ou visualização de 1 dia",,,,0,12.32876712,,0,,"Using campaign budget",Daily,9,Daily,2026-01-03,2026-01-03
"Conta Haojue Sun Motors",CP05_dl-160_[inicio_01/01],"[Amanita] Always On | DL160 - Amplo",AD05_dl160_img_[01/12],184629203219671,120228417084420298,120228417084570298,120236167615530298,AD05_dl160_img_[01/12],45-54,female,2026-01-03,1,1,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,"Using campaign budget",Daily,10,Daily,2026-01-03,2026-01-03
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD02_niro_img_[07/11],277844195704332,6729879019015,6729879019215,6940586959015,AD02_niro_img_[07/11],45-54,female,2026-01-03,7,7,1,BRL,0.08,"Clique de 7 dias ou visualização de 1 dia",,,,0,11.42857143,,0,,"Using campaign budget",Daily,20,Daily,2026-01-03,2026-01-03
"Conta Haojue Sun Motors",CP05_dl-160_[inicio_01/01],"[Amanita] Always On | DL160 - Amplo",AD06_dl160_img_[01/12]_com_preco,184629203219671,120228417084420298,120228417084570298,120236167666450298,AD06_dl160_img_[01/12]_com_preco,45-54,female,2026-01-03,13,14,1.07692308,BRL,0.03,"Clique de 7 dias ou visualização de 1 dia",,,,0,2.14285714,,0,,"Using campaign budget",Daily,10,Daily,2026-01-03,2026-01-03
"Conta Suzuki Sun Motors",CP06_gsx-8r_[inicio_08/09],CJ01_gsx-8r_amplo,AD013_gsx_8r_img_[04/12]_com_preco,722911362773979,120231169848870599,120231169848990599,120236379074660599,AD013_gsx_8r_img_[04/12]_com_preco,45-54,female,2026-01-03,2,3,1.5,BRL,0.05,"Clique de 7 dias ou visualização de 1 dia",,,1,33.33333333,16.66666667,0.05,0.05,,"Using campaign budget",Daily,15,Daily,2026-01-03,2026-01-03
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS","AD Versatilidade - Bongo - Frete sem preço",277844195704332,6662637016215,6662637322615,6853552721615,"AD Versatilidade - Bongo - Frete sem preço",45-54,male,2026-01-03,327,402,1.2293578,BRL,3.14,"Clique de 7 dias ou visualização de 1 dia",1.57,2,8,2.73631841,7.81094527,0.3925,0.28545455,,30,Daily,"Using ad set budget",,2026-01-03,2026-01-03
"Conta Haojue Sun Motors",CP04_dr-160_[inicio_01/01],"[Amanita] Always On | DR160 - Amplo","[Amanita] Always On Haojue - DR160 - card R$ 21.679",184629203219671,120218349708790298,120218349708850298,120223922271160298,"[Amanita] Always On Haojue - DR160 - card R$ 21.679",45-54,male,2026-01-03,80,82,1.025,BRL,0.56,"Clique de 7 dias ou visualização de 1 dia",,,,0,6.82926829,,0,,"Using campaign budget",Daily,25,Daily,2026-01-03,2026-01-03
"Conta Kia Sun Motors",CP02_stonic_[inicio_01/01],"[Amanita] Always On | KIA STONIC | Amplo",AD04_stonic_img_[05/12],277844195704332,6875080103815,6875080104415,6953692882815,AD04_stonic_img_[05/12],45-54,male,2026-01-03,178,206,1.15730337,BRL,1.94,"Clique de 7 dias ou visualização de 1 dia",,,,0.48543689,9.41747573,,1.94,,"Using campaign budget",Daily,10,Daily,2026-01-03,2026-01-03
"Conta Suzuki Sun Motors",CP02_gsx-8s_[inicio_01/01],"[Amanita] Suzuki - GSX-8S - Amplo","AD02 - GSX-8S",722911362773979,120211251061830599,120211847192070599,120211847192060599,"AD02 - GSX-8S",45-54,male,2026-01-03,145,150,1.03448276,BRL,0.8,"Clique de 7 dias ou visualização de 1 dia",0.8,1,2,2.66666667,5.33333333,0.4,0.2,,"Using campaign budget",Daily,20,Daily,2026-01-03,2026-01-03
"Conta Haojue Sun Motors",CP04_dr-160_[inicio_01/01],"[Amanita] Always On | DR160 - Amplo",AD06_dr160_img_[17/12],184629203219671,120218349708790298,120218349708850298,120237120928000298,AD06_dr160_img_[17/12],45-54,male,2026-01-03,83,92,1.10843373,BRL,0.36,"Clique de 7 dias ou visualização de 1 dia",,,,1.08695652,3.91304348,,0.36,,"Using campaign budget",Daily,25,Daily,2026-01-03,2026-01-03
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"[Cadastros] Bongo - Amplo - Vídeos","AD04 - jeff arisk bongo",277844195704332,6662637016215,6662637016615,6662770019015,"AD04 - jeff arisk bongo",45-54,male,2026-01-03,457,535,1.17067834,BRL,3.69,"Clique de 7 dias ou visualização de 1 dia",1.23,3,11,3.73831776,6.89719626,0.33545455,0.1845,,20,Daily,"Using ad set budget",,2026-01-03,2026-01-03
"Conta Suzuki Sun Motors",CP08_v-strom-650-xt_[inicio_24/11],CJ01_v-strom_650_amplo,AD03_v-strom_img_[08/12],722911362773979,120216828365640599,120216828365630599,120236637511090599,AD03_v-strom_img_[08/12],45-54,male,2026-01-03,161,192,1.19254658,BRL,1.07,"Clique de 7 dias ou visualização de 1 dia",,,1,2.08333333,5.57291667,1.07,0.2675,,"Using campaign budget",Daily,8,Daily,2026-01-03,2026-01-03
"Conta Zontes",CP08_tactic-400_[inicio_30/11],CJ01_tactic400_Amplo,AD04_tactic400_img_[29/11],7658357130952021,120224545592140714,120224545592160714,120236521361910714,AD04_tactic400_img_[29/11],45-54,male,2026-01-03,43,52,1.20930233,BRL,0.5,"Clique de 7 dias ou visualização de 1 dia",,,1,1.92307692,9.61538462,0.5,0.5,,"Using campaign budget",Daily,8,Daily,2026-01-03,2026-01-03
"Conta Kia Sun Motors",CP03_ev5_[inicio_01/01],"[Amanita] Always On | KIA | EV5 | ADV+RMKT",AD01_ev5_img_[27/10],277844195704332,6819551408615,6819551408215,6934957249815,AD01_ev5_img_[27/10],45-54,male,2026-01-03,109,119,1.09174312,BRL,0.69,"Clique de 7 dias ou visualização de 1 dia",,,3,3.36134454,5.79831933,0.23,0.1725,,"Using campaign budget",Daily,7,Daily,2026-01-03,2026-01-03
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD09_nk150_video_[04/12],184629203219671,120231793936550298,120231793936530298,120236360511170298,AD09_nk150_video_[04/12],45-54,male,2026-01-03,72,84,1.16666667,BRL,1.18,"Clique de 7 dias ou visualização de 1 dia",1.18,1,3,9.52380952,14.04761905,0.39333333,0.1475,,"Using campaign budget",Daily,15,Daily,2026-01-03,2026-01-03
"Conta Suzuki Sun Motors",CP06_gsx-8r_[inicio_08/09],CJ01_gsx-8r_amplo,AD05_gsx_8r_img_[25/09],722911362773979,120231169848870599,120231169848990599,120232140918400599,AD05_gsx_8r_img_[25/09],45-54,male,2026-01-03,85,99,1.16470588,BRL,0.46,"Clique de 7 dias ou visualização de 1 dia",,,2,2.02020202,4.64646465,0.23,0.23,,"Using campaign budget",Daily,15,Daily,2026-01-03,2026-01-03
"Conta Zontes",CP03_e-350_[inicio_01/01],"[Amanita] Zontes - 350 Scooter - AMPLO",AD06_e350_img_[31/10]_com_preco,7658357130952021,120228803541830714,120228803541820714,120235269660740714,AD06_e350_img_[31/10]_com_preco,45-54,male,2026-01-03,692,825,1.19219653,BRL,3.59,"Clique de 7 dias ou visualização de 1 dia",3.59,1,14,2.3030303,4.35151515,0.25642857,0.18894737,,"Using campaign budget",Daily,15,Daily,2026-01-03,2026-01-03
"Conta Suzuki Sun Motors",CP03_gsx-s1000-gx_[inicio_19/09],CJ01_gsx-s1000-gx_amplo,AD02_gsx-s1000-gx_img_[18/11],722911362773979,120231841911510599,120231841911540599,120235424386130599,AD02_gsx-s1000-gx_img_[18/11],45-54,male,2026-01-03,124,144,1.16129032,BRL,0.23,"Clique de 7 dias ou visualização de 1 dia",,,3,9.02777778,1.59722222,0.07666667,0.01769231,,"Using campaign budget",Daily,9,Daily,2026-01-03,2026-01-03
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD05_dk160_img_[24/11],184629203219671,120233157487530298,120233157487570298,120235753096250298,AD05_dk160_img_[24/11],45-54,male,2026-01-03,310,429,1.38387097,BRL,2.47,"Clique de 7 dias ou visualização de 1 dia",,,2,0.46620047,5.75757576,1.235,1.235,,"Using campaign budget",Daily,15,Daily,2026-01-03,2026-01-03
"Conta Suzuki Sun Motors",CP04_gsx-s1000_[inicio_24/11},CJ01_gsx-s1000_amplo,AD01_gsx-s1000_img_[24/11],722911362773979,120235789366720599,120235789366790599,120235789366740599,AD01_gsx-s1000_img_[24/11],45-54,male,2026-01-03,350,422,1.20571429,BRL,2.84,"Clique de 7 dias ou visualização de 1 dia",2.84,1,5,2.13270142,6.72985782,0.568,0.31555556,,"Using campaign budget",Daily,10,Daily,2026-01-03,2026-01-03
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD08_nk150_img_[01/12],184629203219671,120231793936550298,120231793936530298,120236167397160298,AD08_nk150_img_[01/12],45-54,male,2026-01-03,52,62,1.19230769,BRL,0.44,"Clique de 7 dias ou visualização de 1 dia",,,1,1.61290323,7.09677419,0.44,0.44,,"Using campaign budget",Daily,15,Daily,2026-01-03,2026-01-03
"Conta Suzuki Sun Motors",CP02_gsx-8s_[inicio_01/01],"[Amanita] Suzuki - GSX-8S - Amplo",AD04_gsx_8s_img_[04/12]_com_preco,722911362773979,120211251061830599,120211847192070599,120236380076910599,AD04_gsx_8s_img_[04/12]_com_preco,45-54,male,2026-01-03,7,7,1,BRL,0.02,"Clique de 7 dias ou visualização de 1 dia",,,,0,2.85714286,,0,,"Using campaign budget",Daily,20,Daily,2026-01-03,2026-01-03
"Conta Zontes",CP05_t-350+t-350-x_[inicio_01/01],"[Amanita] Zontes - T350 e T350x - Amplo",AD03_t350-t350x_img_[01/12]_com_preco,7658357130952021,120224545259140714,120224545259250714,120236891237080714,AD03_t350-t350x_img_[01/12]_com_preco,45-54,male,2026-01-03,468,542,1.15811966,BRL,3.12,"Clique de 7 dias ou visualização de 1 dia",1.56,2,8,2.76752768,5.75645756,0.39,0.208,,"Using campaign budget",Daily,20,Daily,2026-01-03,2026-01-03
"Conta Zontes",CP02_v-350_[inicio_01/01],"01 - amplo",AD04_v350_img_[15/10]_com_preco,7658357130952021,120212510922970714,120212510922950714,120236892254390714,AD04_v350_img_[15/10]_com_preco,45-54,male,2026-01-03,1634,1831,1.12056304,BRL,5.32,"Clique de 7 dias ou visualização de 1 dia",1.77333333,3,45,4.3145822,2.90551611,0.11822222,0.06734177,,"Using campaign budget",Daily,9,Daily,2026-01-03,2026-01-03
"Conta Kia Sun Motors",CP01_sportage_[inicio_08/09],CJ01_sportage_amplo,AD08_sportage_img_[12/11],277844195704332,6915514980415,6915514981215,6942412743815,AD08_sportage_img_[12/11],45-54,male,2026-01-03,157,172,1.0955414,BRL,1.67,"Clique de 7 dias ou visualização de 1 dia",,,1,0.58139535,9.70930233,1.67,1.67,,"Using campaign budget",Daily,20,Daily,2026-01-03,2026-01-03
"Conta Haojue Sun Motors",CP06_master-ride-150_[inicio_08/09],CJ01_master_ride_amplo,AD05_master_ride_video_[26/09],184629203219671,120231323193670298,120231323193700298,120232168040110298,AD05_master_ride_video_[26/09],45-54,male,2026-01-03,116,138,1.18965517,BRL,1.6,"Clique de 7 dias ou visualização de 1 dia",,,2,3.62318841,11.5942029,0.8,0.32,,"Using campaign budget",Daily,15,Daily,2026-01-03,2026-01-03
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD05_niro_img_[05/12],277844195704332,6729879019015,6729879019215,6953693449415,AD05_niro_img_[05/12],45-54,male,2026-01-03,164,178,1.08536585,BRL,1.39,"Clique de 7 dias ou visualização de 1 dia",,,3,3.37078652,7.80898876,0.46333333,0.23166667,,"Using campaign budget",Daily,20,Daily,2026-01-03,2026-01-03
"Conta Suzuki Sun Motors",CP05_v-strom-800-de_[inicio_01/01],"[Amanita] Suzuki - V-Strom 800 DE | Amplo",AD03_v-strom800_img_[02/12],722911362773979,120222759633540599,120222759633660599,120236250844970599,AD03_v-strom800_img_[02/12],45-54,male,2026-01-03,176,222,1.26136364,BRL,1.91,"Clique de 7 dias ou visualização de 1 dia",,,3,1.8018018,8.6036036,0.63666667,0.4775,,"Using campaign budget",Daily,10,Daily,2026-01-03,2026-01-03
"Conta Suzuki Sun Motors",CP03_gsx-s1000-gx_[inicio_19/09],CJ01_gsx-s1000-gx_amplo,AD04_gsx-s1000-gx_img_[08/12],722911362773979,120231841911510599,120231841911540599,120236637752440599,AD04_gsx-s1000-gx_img_[08/12],45-54,male,2026-01-03,619,824,1.33117932,BRL,2.09,"Clique de 7 dias ou visualização de 1 dia",2.09,1,14,2.66990291,2.53640777,0.14928571,0.095,,"Using campaign budget",Daily,9,Daily,2026-01-03,2026-01-03
"Conta Haojue Sun Motors",CP06_master-ride-150_[inicio_08/09],CJ01_master_ride_amplo,AD08_master_ride_img_[01/12],184629203219671,120231323193670298,120231323193700298,120236167328320298,AD08_master_ride_img_[01/12],45-54,male,2026-01-03,497,645,1.29778672,BRL,3.94,"Clique de 7 dias ou visualização de 1 dia",3.94,1,6,1.5503876,6.10852713,0.65666667,0.394,,"Using campaign budget",Daily,15,Daily,2026-01-03,2026-01-03
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD09_nk150_img_[17/12],184629203219671,120231793936550298,120231793936530298,120237121143250298,AD09_nk150_img_[17/12],45-54,male,2026-01-03,390,485,1.24358974,BRL,1.86,"Clique de 7 dias ou visualização de 1 dia",,,4,1.03092784,3.83505155,0.465,0.372,,"Using campaign budget",Daily,15,Daily,2026-01-03,2026-01-03
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD02_bongo_img_[24/11],277844195704332,6662637016215,6662637322615,6947902635015,AD02_bongo_img_[24/11],45-54,male,2026-01-03,231,273,1.18181818,BRL,1.33,"Clique de 7 dias ou visualização de 1 dia",,,,0,4.87179487,,0,,30,Daily,"Using ad set budget",,2026-01-03,2026-01-03
"Conta Kia Sun Motors",CP04_carnival_[inicio_01/01],"[Amanita] Always On | KIA | Carnival | AMPLO (ADV)",AD01_carnival_img_[27/10],277844195704332,6819548126415,6880512939215,6934959059415,AD01_carnival_img_[27/10],45-54,male,2026-01-03,143,168,1.17482517,BRL,1.28,"Clique de 7 dias ou visualização de 1 dia",1.28,1,4,3.57142857,7.61904762,0.32,0.21333333,,"Using campaign budget",Daily,9,Daily,2026-01-03,2026-01-03
"Conta Haojue Sun Motors",CP05_dl-160_[inicio_01/01],"[Amanita] Always On | DL160 - Amplo",AD05_dl160_img_[01/12],184629203219671,120228417084420298,120228417084570298,120236167615530298,AD05_dl160_img_[01/12],45-54,male,2026-01-03,54,61,1.12962963,BRL,0.29,"Clique de 7 dias ou visualização de 1 dia",,,,0,4.75409836,,0,,"Using campaign budget",Daily,10,Daily,2026-01-03,2026-01-03
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD02_niro_img_[07/11],277844195704332,6729879019015,6729879019215,6940586959015,AD02_niro_img_[07/11],45-54,male,2026-01-03,31,34,1.09677419,BRL,0.17,"Clique de 7 dias ou visualização de 1 dia",,,,0,5,,0,,"Using campaign budget",Daily,20,Daily,2026-01-03,2026-01-03
"Conta Suzuki Sun Motors",CP05_v-strom-800-de_[inicio_01/01],"[Amanita] Suzuki - V-Strom 800 DE | Amplo",AD02_v-strom800_img_[02/12],722911362773979,120222759633540599,120222759633660599,120236250803760599,AD02_v-strom800_img_[02/12],45-54,male,2026-01-03,64,88,1.375,BRL,0.42,"Clique de 7 dias ou visualização de 1 dia",,,2,3.40909091,4.77272727,0.21,0.14,,"Using campaign budget",Daily,10,Daily,2026-01-03,2026-01-03
"Conta Haojue Sun Motors",CP05_dl-160_[inicio_01/01],"[Amanita] Always On | DL160 - Amplo",AD06_dl160_img_[01/12]_com_preco,184629203219671,120228417084420298,120228417084570298,120236167666450298,AD06_dl160_img_[01/12]_com_preco,45-54,male,2026-01-03,375,442,1.17866667,BRL,2.71,"Clique de 7 dias ou visualização de 1 dia",2.71,1,5,2.0361991,6.13122172,0.542,0.30111111,,"Using campaign budget",Daily,10,Daily,2026-01-03,2026-01-03
"Conta Suzuki Sun Motors",CP06_gsx-8r_[inicio_08/09],CJ01_gsx-8r_amplo,AD013_gsx_8r_img_[04/12]_com_preco,722911362773979,120231169848870599,120231169848990599,120236379074660599,AD013_gsx_8r_img_[04/12]_com_preco,45-54,male,2026-01-03,22,22,1,BRL,0.06,"Clique de 7 dias ou visualização de 1 dia",,,,4.54545455,2.72727273,,0.06,,"Using campaign budget",Daily,15,Daily,2026-01-03,2026-01-03
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS","AD Versatilidade - Bongo - Frete sem preço",277844195704332,6662637016215,6662637322615,6853552721615,"AD Versatilidade - Bongo - Frete sem preço",45-54,unknown,2026-01-03,4,4,1,BRL,0.02,"Clique de 7 dias ou visualização de 1 dia",,,,0,5,,0,,30,Daily,"Using ad set budget",,2026-01-03,2026-01-03
"Conta Haojue Sun Motors",CP04_dr-160_[inicio_01/01],"[Amanita] Always On | DR160 - Amplo","[Amanita] Always On Haojue - DR160 - card R$ 21.679",184629203219671,120218349708790298,120218349708850298,120223922271160298,"[Amanita] Always On Haojue - DR160 - card R$ 21.679",45-54,unknown,2026-01-03,4,4,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,2.5,,0,,"Using campaign budget",Daily,25,Daily,2026-01-03,2026-01-03
"Conta Kia Sun Motors",CP02_stonic_[inicio_01/01],"[Amanita] Always On | KIA STONIC | Amplo",AD04_stonic_img_[05/12],277844195704332,6875080103815,6875080104415,6953692882815,AD04_stonic_img_[05/12],45-54,unknown,2026-01-03,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,10,Daily,2026-01-03,2026-01-03
"Conta Suzuki Sun Motors",CP02_gsx-8s_[inicio_01/01],"[Amanita] Suzuki - GSX-8S - Amplo","AD02 - GSX-8S",722911362773979,120211251061830599,120211847192070599,120211847192060599,"AD02 - GSX-8S",45-54,unknown,2026-01-03,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,20,Daily,2026-01-03,2026-01-03
