"Nome da conta","Nome da campanha","Nome do conjunto de anúncios","Nome do anúncio","Identificação da conta","Identificação da campanha","Identificação do conjunto de anúncios","Identificação do anúncio",Anúncios,Idade,Gênero,Dia,Alcance,Impressões,Frequência,Moeda,"Valor usado (BRL)","Configuração de atribuição","Custo por lead",Leads,"Cliques no link","CTR (todos)","CPM (custo por 1.000 impressões)","CPC (custo por clique no link)","CPC (todos)",Visualizações,"Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Orçamento da campanha","Tipo de orçamento da campanha","Início dos relatórios","Término dos relatórios"
"Conta Haojue Sun Motors",CP06_master-ride-150_[inicio_08/09],CJ01_master_ride_amplo,AD05_master_ride_video_[26/09],184629203219671,120231323193670298,120231323193700298,120232168040110298,AD05_master_ride_video_[26/09],35-44,male,2026-01-28,128,156,1.21875,BRL,2.62,"Clique de 7 dias ou visualização de 1 dia",2.62,1,5,5.76923077,16.79487179,0.524,0.29111111,,"Using campaign budget",Daily,15,Daily,2026-01-28,2026-01-28
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD05_niro_img_[05/12],277844195704332,6729879019015,6729879019215,6953693449415,AD05_niro_img_[05/12],35-44,male,2026-01-28,29,29,1,BRL,0.67,"Clique de 7 dias ou visualização de 1 dia",,,,0,23.10344828,,0,,"Using campaign budget",Daily,20,Daily,2026-01-28,2026-01-28
"Conta Suzuki Sun Motors",CP03_gsx-s1000-gx_[inicio_19/09],CJ01_gsx-s1000-gx_amplo,AD04_gsx-s1000-gx_img_[08/12],722911362773979,120231841911510599,120231841911540599,120236637752440599,AD04_gsx-s1000-gx_img_[08/12],35-44,male,2026-01-28,251,329,1.31075697,BRL,1.3,"Clique de 7 dias ou visualização de 1 dia",,,4,1.21580547,3.95136778,0.325,0.325,,"Using campaign budget",Daily,9,Daily,2026-01-28,2026-01-28
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD02_bongo_img_[24/11],277844195704332,6662637016215,6662637322615,6947902635015,AD02_bongo_img_[24/11],35-44,male,2026-01-28,51,64,1.25490196,BRL,0.88,"Clique de 7 dias ou visualização de 1 dia",,,,0,13.75,,0,,30,Daily,"Using ad set budget",,2026-01-28,2026-01-28
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS","AD Versatilidade - Bongo - Frete sem preço",277844195704332,6662637016215,6662637322615,6853552721615,"AD Versatilidade - Bongo - Frete sem preço",35-44,unknown,2026-01-28,2,2,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,5,,0,,30,Daily,"Using ad set budget",,2026-01-28,2026-01-28
"Conta Suzuki Sun Motors",CP02_gsx-8s_[inicio_01/01],"[Amanita] Suzuki - GSX-8S - Amplo","AD02 - GSX-8S",722911362773979,120211251061830599,120211847192070599,120211847192060599,"AD02 - GSX-8S",35-44,unknown,2026-01-28,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,20,Daily,2026-01-28,2026-01-28
"Conta Suzuki Sun Motors",CP06_gsx-8r_[inicio_08/09],CJ01_gsx-8r_amplo,AD05_gsx_8r_img_[25/09],722911362773979,120231169848870599,120231169848990599,120232140918400599,AD05_gsx_8r_img_[25/09],35-44,unknown,2026-01-28,3,3,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,15,Daily,2026-01-28,2026-01-28
"Conta Zontes",CP02_v-350_[inicio_01/01],"01 - amplo",AD04_v350_img_[15/10]_com_preco,7658357130952021,120212510922970714,120212510922950714,120236892254390714,AD04_v350_img_[15/10]_com_preco,35-44,unknown,2026-01-28,6,6,1,BRL,0.02,"Clique de 7 dias ou visualização de 1 dia",,,,0,3.33333333,,0,,"Using campaign budget",Daily,9,Daily,2026-01-28,2026-01-28
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD010_nk150_img_[06/01],184629203219671,120231793936550298,120231793936530298,120237818652800298,AD010_nk150_img_[06/01],35-44,unknown,2026-01-28,2,2,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,15,Daily,2026-01-28,2026-01-28
"Conta Haojue Sun Motors",CP05_dl-160_[inicio_01/01],"[Amanita] Always On | DL160 - Amplo",AD07_dl160_img_[08/01],184629203219671,120228417084420298,120228417084570298,120237922343140298,AD07_dl160_img_[08/01],35-44,unknown,2026-01-28,1,1,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,"Using campaign budget",Daily,10,Daily,2026-01-28,2026-01-28
"Conta Suzuki Sun Motors",CP04_gsx-s1000_[inicio_24/11},CJ01_gsx-s1000_amplo,AD02_gsx-s1000_img_[12/01],722911362773979,120235789366720599,120235789366790599,120238431095810599,AD02_gsx-s1000_img_[12/01],35-44,unknown,2026-01-28,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,10,Daily,2026-01-28,2026-01-28
"Conta Zontes",CP05_t-350+t-350-x_[inicio_01/01],"[Amanita] Zontes - T350 e T350x - Amplo",AD06_t350_img_[13/01],7658357130952021,120224545259140714,120224545259250714,120238669666370714,AD06_t350_img_[13/01],35-44,unknown,2026-01-28,1,1,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,"Using campaign budget",Daily,20,Daily,2026-01-28,2026-01-28
"Conta Zontes",CP02_v-350_[inicio_01/01],"01 - amplo",AD05_v350_img_[13/01],7658357130952021,120212510922970714,120212510922950714,120238669724190714,AD05_v350_img_[13/01],35-44,unknown,2026-01-28,1,1,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,"Using campaign budget",Daily,9,Daily,2026-01-28,2026-01-28
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD05_bongo_img_[12/01],277844195704332,6662637016215,6662637322615,6969065448215,AD05_bongo_img_[12/01],35-44,unknown,2026-01-28,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,30,Daily,"Using ad set budget",,2026-01-28,2026-01-28
"Conta Kia Sun Motors",CP01_sportage_[inicio_08/09],CJ01_sportage_amplo,AD012_sportage_img_[14/01],277844195704332,6915514980415,6915514981215,6969859246815,AD012_sportage_img_[14/01],35-44,unknown,2026-01-28,2,2,1,BRL,0.03,"Clique de 7 dias ou visualização de 1 dia",,,,0,15,,0,,"Using campaign budget",Daily,20,Daily,2026-01-28,2026-01-28
"Conta Suzuki Sun Motors",CP03_gsx-s1000-gx_[inicio_19/09],CJ01_gsx-s1000-gx_amplo,AD04_gsx-s1000-gx_img_[08/12],722911362773979,120231841911510599,120231841911540599,120236637752440599,AD04_gsx-s1000-gx_img_[08/12],35-44,unknown,2026-01-28,1,1,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,"Using campaign budget",Daily,9,Daily,2026-01-28,2026-01-28
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS","AD Versatilidade - Bongo - Frete sem preço",277844195704332,6662637016215,6662637322615,6853552721615,"AD Versatilidade - Bongo - Frete sem preço",45-54,female,2026-01-28,15,19,1.26666667,BRL,0.3,"Clique de 7 dias ou visualização de 1 dia",,,,0,15.78947368,,0,,30,Daily,"Using ad set budget",,2026-01-28,2026-01-28
"Conta Haojue Sun Motors",CP04_dr-160_[inicio_01/01],"[Amanita] Always On | DR160 - Amplo","[Amanita] Always On Haojue - DR160 - card R$ 21.679",184629203219671,120218349708790298,120218349708850298,120223922271160298,"[Amanita] Always On Haojue - DR160 - card R$ 21.679",45-54,female,2026-01-28,9,9,1,BRL,0.09,"Clique de 7 dias ou visualização de 1 dia",,,1,11.11111111,10,0.09,0.09,,"Using campaign budget",Daily,25,Daily,2026-01-28,2026-01-28
"Conta Kia Sun Motors",CP02_stonic_[inicio_01/01],"[Amanita] Always On | KIA STONIC | Amplo",AD04_stonic_img_[05/12],277844195704332,6875080103815,6875080104415,6953692882815,AD04_stonic_img_[05/12],45-54,female,2026-01-28,8,11,1.375,BRL,0.52,"Clique de 7 dias ou visualização de 1 dia",,,,0,47.27272727,,0,,"Using campaign budget",Daily,10,Daily,2026-01-28,2026-01-28
"Conta Suzuki Sun Motors",CP02_gsx-8s_[inicio_01/01],"[Amanita] Suzuki - GSX-8S - Amplo","AD02 - GSX-8S",722911362773979,120211251061830599,120211847192070599,120211847192060599,"AD02 - GSX-8S",45-54,female,2026-01-28,6,7,1.16666667,BRL,0.02,"Clique de 7 dias ou visualização de 1 dia",,,,0,2.85714286,,0,,"Using campaign budget",Daily,20,Daily,2026-01-28,2026-01-28
"Conta Zontes",CP08_tactic-400_[inicio_30/11],CJ01_tactic400_Amplo,AD04_tactic400_img_[29/11],7658357130952021,120224545592140714,120224545592160714,120236521361910714,AD04_tactic400_img_[29/11],45-54,female,2026-01-28,4,4,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,2.5,,0,,"Using campaign budget",Daily,8,Daily,2026-01-28,2026-01-28
"Conta Suzuki Sun Motors",CP06_gsx-8r_[inicio_08/09],CJ01_gsx-8r_amplo,AD05_gsx_8r_img_[25/09],722911362773979,120231169848870599,120231169848990599,120232140918400599,AD05_gsx_8r_img_[25/09],45-54,female,2026-01-28,6,6,1,BRL,0.02,"Clique de 7 dias ou visualização de 1 dia",,,,0,3.33333333,,0,,"Using campaign budget",Daily,15,Daily,2026-01-28,2026-01-28
"Conta Zontes",CP03_e-350_[inicio_01/01],"[Amanita] Zontes - 350 Scooter - AMPLO",AD06_e350_img_[31/10]_com_preco,7658357130952021,120228803541830714,120228803541820714,120235269660740714,AD06_e350_img_[31/10]_com_preco,45-54,female,2026-01-28,117,158,1.35042735,BRL,1.69,"Clique de 7 dias ou visualização de 1 dia",0.845,2,3,4.43037975,10.69620253,0.56333333,0.24142857,,"Using campaign budget",Daily,15,Daily,2026-01-28,2026-01-28
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD05_dk160_img_[24/11],184629203219671,120233157487530298,120233157487570298,120235753096250298,AD05_dk160_img_[24/11],45-54,female,2026-01-28,2,2,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,15,Daily,2026-01-28,2026-01-28
"Conta Suzuki Sun Motors",CP08_v-strom-650-xt_[inicio_24/11],CJ01_v-strom_650_amplo,AD02_v-strom_img_[08/12],722911362773979,120216828365640599,120216828365630599,120236637457530599,AD02_v-strom_img_[08/12],45-54,female,2026-01-28,2,2,1,BRL,0.08,"Clique de 7 dias ou visualização de 1 dia",,,,0,40,,0,,"Using campaign budget",Daily,8,Daily,2026-01-28,2026-01-28
"Conta Zontes",CP02_v-350_[inicio_01/01],"01 - amplo",AD04_v350_img_[15/10]_com_preco,7658357130952021,120212510922970714,120212510922950714,120236892254390714,AD04_v350_img_[15/10]_com_preco,45-54,female,2026-01-28,13,14,1.07692308,BRL,0.07,"Clique de 7 dias ou visualização de 1 dia",,,,0,5,,0,,"Using campaign budget",Daily,9,Daily,2026-01-28,2026-01-28
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD06_dk160_img_[06/01],184629203219671,120233157487530298,120233157487570298,120237818393430298,AD06_dk160_img_[06/01],45-54,female,2026-01-28,4,7,1.75,BRL,0.07,"Clique de 7 dias ou visualização de 1 dia",,,1,14.28571429,10,0.07,0.07,,"Using campaign budget",Daily,15,Daily,2026-01-28,2026-01-28
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD010_nk150_img_[06/01],184629203219671,120231793936550298,120231793936530298,120237818652800298,AD010_nk150_img_[06/01],45-54,female,2026-01-28,18,21,1.16666667,BRL,0.2,"Clique de 7 dias ou visualização de 1 dia",,,,4.76190476,9.52380952,,0.2,,"Using campaign budget",Daily,15,Daily,2026-01-28,2026-01-28
"Conta Haojue Sun Motors",CP05_dl-160_[inicio_01/01],"[Amanita] Always On | DL160 - Amplo",AD07_dl160_img_[08/01],184629203219671,120228417084420298,120228417084570298,120237922343140298,AD07_dl160_img_[08/01],45-54,female,2026-01-28,5,7,1.4,BRL,0.08,"Clique de 7 dias ou visualização de 1 dia",,,,0,11.42857143,,0,,"Using campaign budget",Daily,10,Daily,2026-01-28,2026-01-28
"Conta Suzuki Sun Motors",CP05_v-strom-800-de_[inicio_01/01],"[Amanita] Suzuki - V-Strom 800 DE | Amplo",AD04_v-strom800_img_[12/01],722911362773979,120222759633540599,120222759633660599,120238430715580599,AD04_v-strom800_img_[12/01],45-54,female,2026-01-28,4,4,1,BRL,0.33,"Clique de 7 dias ou visualização de 1 dia",,,,0,82.5,,0,,"Using campaign budget",Daily,10,Daily,2026-01-28,2026-01-28
"Conta Suzuki Sun Motors",CP04_gsx-s1000_[inicio_24/11},CJ01_gsx-s1000_amplo,AD02_gsx-s1000_img_[12/01],722911362773979,120235789366720599,120235789366790599,120238431095810599,AD02_gsx-s1000_img_[12/01],45-54,female,2026-01-28,8,11,1.375,BRL,0.1,"Clique de 7 dias ou visualização de 1 dia",,,,0,9.09090909,,0,,"Using campaign budget",Daily,10,Daily,2026-01-28,2026-01-28
"Conta Zontes",CP05_t-350+t-350-x_[inicio_01/01],"[Amanita] Zontes - T350 e T350x - Amplo",AD06_t350_img_[13/01],7658357130952021,120224545259140714,120224545259250714,120238669666370714,AD06_t350_img_[13/01],45-54,female,2026-01-28,12,12,1,BRL,0.08,"Clique de 7 dias ou visualização de 1 dia",,,2,16.66666667,6.66666667,0.04,0.04,,"Using campaign budget",Daily,20,Daily,2026-01-28,2026-01-28
"Conta Zontes",CP02_v-350_[inicio_01/01],"01 - amplo",AD05_v350_img_[13/01],7658357130952021,120212510922970714,120212510922950714,120238669724190714,AD05_v350_img_[13/01],45-54,female,2026-01-28,4,4,1,BRL,0.04,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,"Using campaign budget",Daily,9,Daily,2026-01-28,2026-01-28
"Conta Kia Sun Motors",CP01_sportage_[inicio_08/09],CJ01_sportage_amplo,AD010_sportage_img_[06/01],277844195704332,6915514980415,6915514981215,6966762783815,AD010_sportage_img_[06/01],45-54,female,2026-01-28,2,2,1,BRL,0.06,"Clique de 7 dias ou visualização de 1 dia",,,,0,30,,0,,"Using campaign budget",Daily,20,Daily,2026-01-28,2026-01-28
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD05_bongo_img_[12/01],277844195704332,6662637016215,6662637322615,6969065448215,AD05_bongo_img_[12/01],45-54,female,2026-01-28,11,11,1,BRL,0.03,"Clique de 7 dias ou visualização de 1 dia",,,,0,2.72727273,,0,,30,Daily,"Using ad set budget",,2026-01-28,2026-01-28
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD06_niro_img_[12/01],277844195704332,6729879019015,6729879019215,6969084154015,AD06_niro_img_[12/01],45-54,female,2026-01-28,3,3,1,BRL,0.09,"Clique de 7 dias ou visualização de 1 dia",0.09,1,1,66.66666667,30,0.09,0.045,,"Using campaign budget",Daily,20,Daily,2026-01-28,2026-01-28
"Conta Kia Sun Motors",CP01_sportage_[inicio_08/09],CJ01_sportage_amplo,AD012_sportage_img_[14/01],277844195704332,6915514980415,6915514981215,6969859246815,AD012_sportage_img_[14/01],45-54,female,2026-01-28,66,74,1.12121212,BRL,1.08,"Clique de 7 dias ou visualização de 1 dia",,,,0,14.59459459,,0,,"Using campaign budget",Daily,20,Daily,2026-01-28,2026-01-28
"Conta Kia Sun Motors",CP02_stonic_[inicio_01/01],"[Amanita] Always On | KIA STONIC | Amplo",AD06_stonic_img_[14/01],277844195704332,6875080103815,6875080104415,6969866674215,AD06_stonic_img_[14/01],45-54,female,2026-01-28,11,12,1.09090909,BRL,0.56,"Clique de 7 dias ou visualização de 1 dia",,,,0,46.66666667,,0,,"Using campaign budget",Daily,10,Daily,2026-01-28,2026-01-28
"Conta Kia Sun Motors",CP03_ev5_[inicio_01/01],"[Amanita] Always On | KIA | EV5 | ADV+RMKT",AD04_ev5_img_[26/01],277844195704332,6819551408615,6819551408215,6974317588815,AD04_ev5_img_[26/01],45-54,female,2026-01-28,5,5,1,BRL,0.08,"Clique de 7 dias ou visualização de 1 dia",,,1,20,16,0.08,0.08,,"Using campaign budget",Daily,7,Daily,2026-01-28,2026-01-28
"Conta Kia Sun Motors",CP07_sorento_[inicio_27/01],CJ01_sorento_amplo,AD01_sorrento_img_[27/01],277844195704332,6974778338815,6974778338615,6974778337815,AD01_sorrento_img_[27/01],45-54,female,2026-01-28,24,31,1.29166667,BRL,0.93,"Clique de 7 dias ou visualização de 1 dia",,,,0,30,,0,,"Using campaign budget",Daily,15,Daily,2026-01-28,2026-01-28
"Conta Haojue Sun Motors",CP06_master-ride-150_[inicio_08/09],CJ01_master_ride_amplo,AD05_master_ride_video_[26/09],184629203219671,120231323193670298,120231323193700298,120232168040110298,AD05_master_ride_video_[26/09],45-54,female,2026-01-28,9,11,1.22222222,BRL,0.21,"Clique de 7 dias ou visualização de 1 dia",,,,0,19.09090909,,0,,"Using campaign budget",Daily,15,Daily,2026-01-28,2026-01-28
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD05_niro_img_[05/12],277844195704332,6729879019015,6729879019215,6953693449415,AD05_niro_img_[05/12],45-54,female,2026-01-28,17,17,1,BRL,0.88,"Clique de 7 dias ou visualização de 1 dia",0.88,1,1,11.76470588,51.76470588,0.88,0.44,,"Using campaign budget",Daily,20,Daily,2026-01-28,2026-01-28
"Conta Suzuki Sun Motors",CP03_gsx-s1000-gx_[inicio_19/09],CJ01_gsx-s1000-gx_amplo,AD04_gsx-s1000-gx_img_[08/12],722911362773979,120231841911510599,120231841911540599,120236637752440599,AD04_gsx-s1000-gx_img_[08/12],45-54,female,2026-01-28,13,18,1.38461538,BRL,0.06,"Clique de 7 dias ou visualização de 1 dia",,,,0,3.33333333,,0,,"Using campaign budget",Daily,9,Daily,2026-01-28,2026-01-28
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD02_bongo_img_[24/11],277844195704332,6662637016215,6662637322615,6947902635015,AD02_bongo_img_[24/11],45-54,female,2026-01-28,11,11,1,BRL,0.19,"Clique de 7 dias ou visualização de 1 dia",,,,0,17.27272727,,0,,30,Daily,"Using ad set budget",,2026-01-28,2026-01-28
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS","AD Versatilidade - Bongo - Frete sem preço",277844195704332,6662637016215,6662637322615,6853552721615,"AD Versatilidade - Bongo - Frete sem preço",45-54,male,2026-01-28,160,187,1.16875,BRL,2.68,"Clique de 7 dias ou visualização de 1 dia",2.68,1,3,2.13903743,14.3315508,0.89333333,0.67,,30,Daily,"Using ad set budget",,2026-01-28,2026-01-28
"Conta Haojue Sun Motors",CP04_dr-160_[inicio_01/01],"[Amanita] Always On | DR160 - Amplo","[Amanita] Always On Haojue - DR160 - card R$ 21.679",184629203219671,120218349708790298,120218349708850298,120223922271160298,"[Amanita] Always On Haojue - DR160 - card R$ 21.679",45-54,male,2026-01-28,133,160,1.20300752,BRL,1.95,"Clique de 7 dias ou visualização de 1 dia",,,1,0.625,12.1875,1.95,1.95,,"Using campaign budget",Daily,25,Daily,2026-01-28,2026-01-28
"Conta Kia Sun Motors",CP02_stonic_[inicio_01/01],"[Amanita] Always On | KIA STONIC | Amplo",AD04_stonic_img_[05/12],277844195704332,6875080103815,6875080104415,6953692882815,AD04_stonic_img_[05/12],45-54,male,2026-01-28,13,13,1,BRL,0.16,"Clique de 7 dias ou visualização de 1 dia",,,,0,12.30769231,,0,,"Using campaign budget",Daily,10,Daily,2026-01-28,2026-01-28
"Conta Suzuki Sun Motors",CP02_gsx-8s_[inicio_01/01],"[Amanita] Suzuki - GSX-8S - Amplo","AD02 - GSX-8S",722911362773979,120211251061830599,120211847192070599,120211847192060599,"AD02 - GSX-8S",45-54,male,2026-01-28,173,195,1.12716763,BRL,1.38,"Clique de 7 dias ou visualização de 1 dia",,,4,2.05128205,7.07692308,0.345,0.345,,"Using campaign budget",Daily,20,Daily,2026-01-28,2026-01-28
"Conta Zontes",CP08_tactic-400_[inicio_30/11],CJ01_tactic400_Amplo,AD04_tactic400_img_[29/11],7658357130952021,120224545592140714,120224545592160714,120236521361910714,AD04_tactic400_img_[29/11],45-54,male,2026-01-28,29,39,1.34482759,BRL,0.25,"Clique de 7 dias ou visualização de 1 dia",,,,0,6.41025641,,0,,"Using campaign budget",Daily,8,Daily,2026-01-28,2026-01-28
"Conta Suzuki Sun Motors",CP06_gsx-8r_[inicio_08/09],CJ01_gsx-8r_amplo,AD05_gsx_8r_img_[25/09],722911362773979,120231169848870599,120231169848990599,120232140918400599,AD05_gsx_8r_img_[25/09],45-54,male,2026-01-28,92,108,1.17391304,BRL,0.83,"Clique de 7 dias ou visualização de 1 dia",,,,0.92592593,7.68518519,,0.83,,"Using campaign budget",Daily,15,Daily,2026-01-28,2026-01-28
"Conta Zontes",CP03_e-350_[inicio_01/01],"[Amanita] Zontes - 350 Scooter - AMPLO",AD06_e350_img_[31/10]_com_preco,7658357130952021,120228803541830714,120228803541820714,120235269660740714,AD06_e350_img_[31/10]_com_preco,45-54,male,2026-01-28,306,430,1.40522876,BRL,3.09,"Clique de 7 dias ou visualização de 1 dia",3.09,1,8,2.55813953,7.18604651,0.38625,0.28090909,,"Using campaign budget",Daily,15,Daily,2026-01-28,2026-01-28
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD05_dk160_img_[24/11],184629203219671,120233157487530298,120233157487570298,120235753096250298,AD05_dk160_img_[24/11],45-54,male,2026-01-28,15,17,1.13333333,BRL,0.22,"Clique de 7 dias ou visualização de 1 dia",,,,0,12.94117647,,0,,"Using campaign budget",Daily,15,Daily,2026-01-28,2026-01-28
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD08_nk150_img_[01/12],184629203219671,120231793936550298,120231793936530298,120236167397160298,AD08_nk150_img_[01/12],45-54,male,2026-01-28,13,13,1,BRL,0.19,"Clique de 7 dias ou visualização de 1 dia",,,,0,14.61538462,,0,,"Using campaign budget",Daily,15,Daily,2026-01-28,2026-01-28
"Conta Suzuki Sun Motors",CP08_v-strom-650-xt_[inicio_24/11],CJ01_v-strom_650_amplo,AD02_v-strom_img_[08/12],722911362773979,120216828365640599,120216828365630599,120236637457530599,AD02_v-strom_img_[08/12],45-54,male,2026-01-28,21,27,1.28571429,BRL,0.22,"Clique de 7 dias ou visualização de 1 dia",,,,0,8.14814815,,0,,"Using campaign budget",Daily,8,Daily,2026-01-28,2026-01-28
"Conta Zontes",CP02_v-350_[inicio_01/01],"01 - amplo",AD04_v350_img_[15/10]_com_preco,7658357130952021,120212510922970714,120212510922950714,120236892254390714,AD04_v350_img_[15/10]_com_preco,45-54,male,2026-01-28,972,1080,1.11111111,BRL,6.17,"Clique de 7 dias ou visualização de 1 dia",1.234,5,30,4.81481481,5.71296296,0.20566667,0.11865385,,"Using campaign budget",Daily,9,Daily,2026-01-28,2026-01-28
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD06_dk160_img_[06/01],184629203219671,120233157487530298,120233157487570298,120237818393430298,AD06_dk160_img_[06/01],45-54,male,2026-01-28,108,137,1.26851852,BRL,1.36,"Clique de 7 dias ou visualização de 1 dia",1.36,1,1,1.45985401,9.9270073,1.36,0.68,,"Using campaign budget",Daily,15,Daily,2026-01-28,2026-01-28
"Conta Haojue Sun Motors",CP06_master-ride-150_[inicio_08/09],CJ01_master_ride_amplo,AD09_master_ride_img_[06/01],184629203219671,120231323193670298,120231323193700298,120237818457510298,AD09_master_ride_img_[06/01],45-54,male,2026-01-28,8,8,1,BRL,0.1,"Clique de 7 dias ou visualização de 1 dia",,,,0,12.5,,0,,"Using campaign budget",Daily,15,Daily,2026-01-28,2026-01-28
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD010_nk150_img_[06/01],184629203219671,120231793936550298,120231793936530298,120237818652800298,AD010_nk150_img_[06/01],45-54,male,2026-01-28,224,275,1.22767857,BRL,2.75,"Clique de 7 dias ou visualização de 1 dia",,,8,4.72727273,10,0.34375,0.21153846,,"Using campaign budget",Daily,15,Daily,2026-01-28,2026-01-28
"Conta Haojue Sun Motors",CP05_dl-160_[inicio_01/01],"[Amanita] Always On | DL160 - Amplo",AD07_dl160_img_[08/01],184629203219671,120228417084420298,120228417084570298,120237922343140298,AD07_dl160_img_[08/01],45-54,male,2026-01-28,171,193,1.12865497,BRL,1.69,"Clique de 7 dias ou visualização de 1 dia",,,3,1.03626943,8.75647668,0.56333333,0.845,,"Using campaign budget",Daily,10,Daily,2026-01-28,2026-01-28
"Conta Suzuki Sun Motors",CP05_v-strom-800-de_[inicio_01/01],"[Amanita] Suzuki - V-Strom 800 DE | Amplo",AD04_v-strom800_img_[12/01],722911362773979,120222759633540599,120222759633660599,120238430715580599,AD04_v-strom800_img_[12/01],45-54,male,2026-01-28,8,10,1.25,BRL,0.17,"Clique de 7 dias ou visualização de 1 dia",,,,0,17,,0,,"Using campaign budget",Daily,10,Daily,2026-01-28,2026-01-28
"Conta Suzuki Sun Motors",CP04_gsx-s1000_[inicio_24/11},CJ01_gsx-s1000_amplo,AD02_gsx-s1000_img_[12/01],722911362773979,120235789366720599,120235789366790599,120238431095810599,AD02_gsx-s1000_img_[12/01],45-54,male,2026-01-28,229,283,1.23580786,BRL,2.18,"Clique de 7 dias ou visualização de 1 dia",,,3,1.06007067,7.70318021,0.72666667,0.72666667,,"Using campaign budget",Daily,10,Daily,2026-01-28,2026-01-28
"Conta Zontes",CP05_t-350+t-350-x_[inicio_01/01],"[Amanita] Zontes - T350 e T350x - Amplo",AD06_t350_img_[13/01],7658357130952021,120224545259140714,120224545259250714,120238669666370714,AD06_t350_img_[13/01],45-54,male,2026-01-28,413,490,1.18644068,BRL,3.54,"Clique de 7 dias ou visualização de 1 dia",3.54,1,8,2.65306122,7.2244898,0.4425,0.27230769,,"Using campaign budget",Daily,20,Daily,2026-01-28,2026-01-28
"Conta Zontes",CP02_v-350_[inicio_01/01],"01 - amplo",AD05_v350_img_[13/01],7658357130952021,120212510922970714,120212510922950714,120238669724190714,AD05_v350_img_[13/01],45-54,male,2026-01-28,165,182,1.1030303,BRL,1.35,"Clique de 7 dias ou visualização de 1 dia",,,3,1.64835165,7.41758242,0.45,0.45,,"Using campaign budget",Daily,9,Daily,2026-01-28,2026-01-28
"Conta Kia Sun Motors",CP01_sportage_[inicio_08/09],CJ01_sportage_amplo,AD010_sportage_img_[06/01],277844195704332,6915514980415,6915514981215,6966762783815,AD010_sportage_img_[06/01],45-54,male,2026-01-28,2,2,1,BRL,0.04,"Clique de 7 dias ou visualização de 1 dia",,,,0,20,,0,,"Using campaign budget",Daily,20,Daily,2026-01-28,2026-01-28
