"Nome da conta","Nome da campanha","Nome do conjunto de anúncios","Nome do anúncio","Identificação da conta","Identificação da campanha","Identificação do conjunto de anúncios","Identificação do anúncio",Anúncios,Idade,Gênero,Dia,Alcance,Impressões,Frequência,Moeda,"Valor usado (BRL)","Configuração de atribuição","Custo por lead",Leads,"Cliques no link","CTR (todos)","CPM (custo por 1.000 impressões)","CPC (custo por clique no link)","CPC (todos)",Visualizações,"Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Orçamento da campanha","Tipo de orçamento da campanha","Início dos relatórios","Encerramento dos relatórios"
"Conta Zontes",CP05_t-350+t-350-x_[inicio_01/01],"[Amanita] Zontes - T350 e T350x - Amplo",AD06_t350_img_[13/01]_com_preco,7658357130952021,120224545259140714,120224545259250714,120238669666370714,AD06_t350_img_[13/01]_com_preco,55-64,male,2026-03-21,169,212,1.25443787,BRL,1.91,"Clique de 7 dias ou visualização de 1 dia",,,2,1.41509434,9.00943396,0.955,0.63666667,,"Using campaign budget",Daily,20,Daily,2026-03-21,2026-03-21
"Conta Zontes",CP03_e-350_[inicio_01/01],"[Amanita] Zontes - 350 Scooter - AMPLO",AD10_e350_img_[04/03],7658357130952021,120228803541830714,120228803541820714,120240463183430714,AD10_e350_img_[04/03],55-64,male,2026-03-21,236,270,1.1440678,BRL,2.34532803,"Clique de 7 dias ou visualização de 1 dia",,,6,3.7037037,8.68640012,0.39088801,0.2345328,,"Using campaign budget",Daily,20,Daily,2026-03-21,2026-03-21
"Conta Zontes",CP05_t-350+t-350-x_[inicio_01/01],"[Amanita] Zontes - T350 e T350x - Amplo",AD07_t350_img_[04/03]_com_preco,7658357130952021,120224545259140714,120224545259250714,120240463253460714,AD07_t350_img_[04/03]_com_preco,55-64,male,2026-03-21,72,90,1.25,BRL,0.76,"Clique de 7 dias ou visualização de 1 dia",,,3,5.55555556,8.44444444,0.25333333,0.152,,"Using campaign budget",Daily,20,Daily,2026-03-21,2026-03-21
"Conta Zontes",CP02_v-350_[inicio_01/01],"01 - amplo",AD06_v350_img_[04/03]_com_preco,7658357130952021,120212510922970714,120212510922950714,120240463508870714,AD06_v350_img_[04/03]_com_preco,55-64,male,2026-03-21,73,78,1.06849315,BRL,0.55,"Clique de 7 dias ou visualização de 1 dia",0.55,1,3,3.84615385,7.05128205,0.18333333,0.18333333,,"Using campaign budget",Daily,9,Daily,2026-03-21,2026-03-21
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD06_gsx-s1000_img_[04/03],722911362773979,120239355257350599,120239355257340599,120240558703870599,AD06_gsx-s1000_img_[04/03],55-64,male,2026-03-21,1,2,2,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,18,Daily,2026-03-21,2026-03-21
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD04_gsx-s1000-gx_img_[04/03],722911362773979,120239355257350599,120239355257340599,120240558726840599,AD04_gsx-s1000-gx_img_[04/03],55-64,male,2026-03-21,13,13,1,BRL,0.46,"Clique de 7 dias ou visualização de 1 dia",,,,0,35.38461538,,0,,"Using campaign budget",Daily,18,Daily,2026-03-21,2026-03-21
"Conta Suzuki Sun Motors",CP06_gsx-8r_[inicio_08/09],CJ01_gsx-8r_amplo,AD016_gsx_8r_img_[17/03],722911362773979,120231169848870599,120231169848990599,120241226086240599,AD016_gsx_8r_img_[17/03],55-64,male,2026-03-21,6,11,1.83333333,BRL,0.15,"Clique de 7 dias ou visualização de 1 dia",,,,0,13.63636364,,0,,"Using campaign budget",Daily,15,Daily,2026-03-21,2026-03-21
"Conta Kia Sun Motors",CP02_stonic_[inicio_01/01],"[Amanita] Always On | KIA STONIC | Amplo",AD06_stonic_img_[14/01],277844195704332,6875080103815,6875080104415,6969866674215,AD06_stonic_img_[14/01],55-64,male,2026-03-21,43,51,1.18604651,BRL,0.8,"Clique de 7 dias ou visualização de 1 dia",,,,0,15.68627451,,0,,"Using campaign budget",Daily,10,Daily,2026-03-21,2026-03-21
"Conta Kia Sun Motors",CP07_sorento_[inicio_27/01],CJ01_sorento_amplo,AD01_sorrento_img_[27/01],277844195704332,6974778338815,6974778338615,6974778337815,AD01_sorrento_img_[27/01],55-64,male,2026-03-21,85,119,1.4,BRL,1.27,"Clique de 7 dias ou visualização de 1 dia",,,1,1.68067227,10.67226891,1.27,0.635,,"Using campaign budget",Daily,20,Daily,2026-03-21,2026-03-21
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD09_niro_img_[18/02],277844195704332,6729879019015,6729879019215,6983252644415,AD09_niro_img_[18/02],55-64,male,2026-03-21,80,91,1.1375,BRL,1.7,"Clique de 7 dias ou visualização de 1 dia",1.7,1,3,4.3956044,18.68131868,0.56666667,0.425,,"Using campaign budget",Daily,20,Daily,2026-03-21,2026-03-21
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD08_bongo_img_[03/03],277844195704332,6662637016215,6662637322615,6990343348815,AD08_bongo_img_[03/03],55-64,male,2026-03-21,28,40,1.42857143,BRL,0.53,"Clique de 7 dias ou visualização de 1 dia",,,,0,13.25,,0,,50,Daily,"Using ad set budget",,2026-03-21,2026-03-21
"Conta Kia Sun Motors",CP01_sportage_[inicio_08/09],CJ01_sportage_amplo,AD014_sportage_img_[04/03],277844195704332,6915514980415,6915514981215,6991217259415,AD014_sportage_img_[04/03],55-64,male,2026-03-21,53,60,1.13207547,BRL,0.61,"Clique de 7 dias ou visualização de 1 dia",,,2,5,10.16666667,0.305,0.20333333,,"Using campaign budget",Daily,25,Daily,2026-03-21,2026-03-21
"Conta Kia Sun Motors",CP01_sportage_[inicio_08/09],CJ01_sportage_amplo,AD015_sportage_img_[04/03],277844195704332,6915514980415,6915514981215,6991218029015,AD015_sportage_img_[04/03],55-64,male,2026-03-21,18,22,1.22222222,BRL,0.43,"Clique de 7 dias ou visualização de 1 dia",,,1,4.54545455,19.54545455,0.43,0.43,,"Using campaign budget",Daily,25,Daily,2026-03-21,2026-03-21
"Conta Kia Sun Motors",CP02_stonic_[inicio_01/01],"[Amanita] Always On | KIA STONIC | Amplo",AD07_stonic_img_[17/03],277844195704332,6875080103815,6875080104415,6997622580215,AD07_stonic_img_[17/03],55-64,male,2026-03-21,8,8,1,BRL,0.03,"Clique de 7 dias ou visualização de 1 dia",,,,0,3.75,,0,,"Using campaign budget",Daily,10,Daily,2026-03-21,2026-03-21
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD05_niro_img_[05/12],277844195704332,6729879019015,6729879019215,6953693449415,AD05_niro_img_[05/12],55-64,male,2026-03-21,12,13,1.08333333,BRL,0.53,"Clique de 7 dias ou visualização de 1 dia",,,,0,40.76923077,,0,,"Using campaign budget",Daily,20,Daily,2026-03-21,2026-03-21
"Conta Kia Sun Motors",CPE04_festival-seminovos_[inicio_11/02],CJE_amplo_seminovos_diversos,AD04_seminovos_carrossel_[20/03],277844195704332,6980813028015,6980813028615,6999332623815,AD04_seminovos_carrossel_[20/03],55-64,male,2026-03-21,73,86,1.17808219,BRL,1.61,"Clique de 7 dias ou visualização de 1 dia",,,1,1.1627907,18.72093023,1.61,1.61,,"Using campaign budget",Daily,10,Daily,2026-03-21,2026-03-21
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD02_bongo_img_[24/11],277844195704332,6662637016215,6662637322615,6947902635015,AD02_bongo_img_[24/11],55-64,male,2026-03-21,108,134,1.24074074,BRL,1.81,"Clique de 7 dias ou visualização de 1 dia",,,2,2.23880597,13.50746269,0.905,0.60333333,,50,Daily,"Using ad set budget",,2026-03-21,2026-03-21
"Conta Kia Sun Motors",CPE04_festival-seminovos_[inicio_11/02],CJE_amplo_seminovos_diversos,AD03_seminovos_img_[20/03],277844195704332,6980813028015,6980813028615,6999332290015,AD03_seminovos_img_[20/03],55-64,male,2026-03-21,57,66,1.15789474,BRL,0.87,"Clique de 7 dias ou visualização de 1 dia",0.87,1,2,4.54545455,13.18181818,0.435,0.29,,"Using campaign budget",Daily,10,Daily,2026-03-21,2026-03-21
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS","AD Versatilidade - Bongo - Frete sem preço",277844195704332,6662637016215,6662637322615,6853552721615,"AD Versatilidade - Bongo - Frete sem preço",55-64,unknown,2026-03-21,1,1,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,50,Daily,"Using ad set budget",,2026-03-21,2026-03-21
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD04_gsx-s1000-gx_img_[08/12],722911362773979,120239355257350599,120239355257340599,120239355257310599,AD04_gsx-s1000-gx_img_[08/12],55-64,unknown,2026-03-21,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,18,Daily,2026-03-21,2026-03-21
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD06_dk160_img_[06/01],184629203219671,120233157487530298,120233157487570298,120237818393430298,AD06_dk160_img_[06/01],55-64,unknown,2026-03-21,2,2,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,5,,0,,"Using campaign budget",Daily,25,Daily,2026-03-21,2026-03-21
"Conta Haojue Sun Motors",CP05_dl-160_[inicio_01/01],"[Amanita] Always On | DL160 - Amplo",AD07_dl160_img_[08/01],184629203219671,120228417084420298,120228417084570298,120237922343140298,AD07_dl160_img_[08/01],55-64,unknown,2026-03-21,2,5,2.5,BRL,0.06,"Clique de 7 dias ou visualização de 1 dia",,,,0,12,,0,,"Using campaign budget",Daily,20,Daily,2026-03-21,2026-03-21
"Conta Kia Sun Motors",CP07_sorento_[inicio_27/01],CJ01_sorento_amplo,AD01_sorrento_img_[27/01],277844195704332,6974778338815,6974778338615,6974778337815,AD01_sorrento_img_[27/01],55-64,unknown,2026-03-21,1,1,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,"Using campaign budget",Daily,20,Daily,2026-03-21,2026-03-21
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD08_bongo_img_[03/03],277844195704332,6662637016215,6662637322615,6990343348815,AD08_bongo_img_[03/03],55-64,unknown,2026-03-21,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,50,Daily,"Using ad set budget",,2026-03-21,2026-03-21
"Conta Kia Sun Motors",CP01_sportage_[inicio_08/09],CJ01_sportage_amplo,AD014_sportage_img_[04/03],277844195704332,6915514980415,6915514981215,6991217259415,AD014_sportage_img_[04/03],55-64,unknown,2026-03-21,1,1,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,1,100,10,0.01,0.01,,"Using campaign budget",Daily,25,Daily,2026-03-21,2026-03-21
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS","AD Versatilidade - Bongo - Frete sem preço",277844195704332,6662637016215,6662637322615,6853552721615,"AD Versatilidade - Bongo - Frete sem preço",65+,female,2026-03-21,140,157,1.12142857,BRL,1.51,"Clique de 7 dias ou visualização de 1 dia",1.51,1,5,3.82165605,9.61783439,0.302,0.25166667,,50,Daily,"Using ad set budget",,2026-03-21,2026-03-21
"Conta Haojue Sun Motors",CP06_master-ride-150_[inicio_08/09],CJ01_master_ride_amplo,AD01_master_ride_img_[08/09],184629203219671,120231323193670298,120231323193700298,120231323193930298,AD01_master_ride_img_[08/09],65+,female,2026-03-21,6,7,1.16666667,BRL,0.06,"Clique de 7 dias ou visualização de 1 dia",,,,0,8.57142857,,0,,"Using campaign budget",Daily,25,Daily,2026-03-21,2026-03-21
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD04_gsx-s1000-gx_img_[08/12],722911362773979,120239355257350599,120239355257340599,120239355257310599,AD04_gsx-s1000-gx_img_[08/12],65+,female,2026-03-21,51,57,1.11764706,BRL,0.61,"Clique de 7 dias ou visualização de 1 dia",,,,0,10.70175439,,0,,"Using campaign budget",Daily,18,Daily,2026-03-21,2026-03-21
"Conta Zontes",CP03_e-350_[inicio_01/01],"[Amanita] Zontes - 350 Scooter - AMPLO",AD06_e350_img_[31/10]_com_preco,7658357130952021,120228803541830714,120228803541820714,120235269660740714,AD06_e350_img_[31/10]_com_preco,65+,female,2026-03-21,2,2,1,BRL,0.04,"Clique de 7 dias ou visualização de 1 dia",,,,0,20,,0,,"Using campaign budget",Daily,20,Daily,2026-03-21,2026-03-21
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD08_nk150_img_[01/12],184629203219671,120231793936550298,120231793936530298,120236167397160298,AD08_nk150_img_[01/12],65+,female,2026-03-21,5,6,1.2,BRL,0.27,"Clique de 7 dias ou visualização de 1 dia",,,,0,45,,0,,"Using campaign budget",Daily,10,Daily,2026-03-21,2026-03-21
"Conta Haojue Sun Motors",CP04_dr-160_[inicio_01/01],"[Amanita] Always On | DR160 - Amplo",AD07_dr160_img_[06/01],184629203219671,120218349708790298,120218349708850298,120237818342340298,AD07_dr160_img_[06/01],65+,female,2026-03-21,2,3,1.5,BRL,0.19,"Clique de 7 dias ou visualização de 1 dia",,,,0,63.33333333,,0,,"Using campaign budget",Daily,10,Daily,2026-03-21,2026-03-21
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD06_dk160_img_[06/01],184629203219671,120233157487530298,120233157487570298,120237818393430298,AD06_dk160_img_[06/01],65+,female,2026-03-21,28,31,1.10714286,BRL,0.29,"Clique de 7 dias ou visualização de 1 dia",,,,0,9.35483871,,0,,"Using campaign budget",Daily,25,Daily,2026-03-21,2026-03-21
"Conta Haojue Sun Motors",CP05_dl-160_[inicio_01/01],"[Amanita] Always On | DL160 - Amplo",AD07_dl160_img_[08/01],184629203219671,120228417084420298,120228417084570298,120237922343140298,AD07_dl160_img_[08/01],65+,female,2026-03-21,5,6,1.2,BRL,0.1,"Clique de 7 dias ou visualização de 1 dia",,,,0,16.66666667,,0,,"Using campaign budget",Daily,20,Daily,2026-03-21,2026-03-21
"Conta Zontes",CP05_t-350+t-350-x_[inicio_01/01],"[Amanita] Zontes - T350 e T350x - Amplo",AD06_t350_img_[13/01]_com_preco,7658357130952021,120224545259140714,120224545259250714,120238669666370714,AD06_t350_img_[13/01]_com_preco,65+,female,2026-03-21,14,15,1.07142857,BRL,0.52,"Clique de 7 dias ou visualização de 1 dia",,,1,13.33333333,34.66666667,0.52,0.26,,"Using campaign budget",Daily,20,Daily,2026-03-21,2026-03-21
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD011_nk150_img_[05/03],184629203219671,120231793936550298,120231793936530298,120240269904510298,AD011_nk150_img_[05/03],65+,female,2026-03-21,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,10,Daily,2026-03-21,2026-03-21
"Conta Zontes",CP03_e-350_[inicio_01/01],"[Amanita] Zontes - 350 Scooter - AMPLO",AD10_e350_img_[04/03],7658357130952021,120228803541830714,120228803541820714,120240463183430714,AD10_e350_img_[04/03],65+,female,2026-03-21,15,20,1.33333333,BRL,0.17964215,"Clique de 7 dias ou visualização de 1 dia",,,,5,8.98210736,,0.17964215,,"Using campaign budget",Daily,20,Daily,2026-03-21,2026-03-21
"Conta Zontes",CP05_t-350+t-350-x_[inicio_01/01],"[Amanita] Zontes - T350 e T350x - Amplo",AD07_t350_img_[04/03]_com_preco,7658357130952021,120224545259140714,120224545259250714,120240463253460714,AD07_t350_img_[04/03]_com_preco,65+,female,2026-03-21,4,4,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,2.5,,0,,"Using campaign budget",Daily,20,Daily,2026-03-21,2026-03-21
"Conta Suzuki Sun Motors",CP06_gsx-8r_[inicio_08/09],CJ01_gsx-8r_amplo,AD016_gsx_8r_img_[17/03],722911362773979,120231169848870599,120231169848990599,120241226086240599,AD016_gsx_8r_img_[17/03],65+,female,2026-03-21,2,2,1,BRL,0.07,"Clique de 7 dias ou visualização de 1 dia",,,,0,35,,0,,"Using campaign budget",Daily,15,Daily,2026-03-21,2026-03-21
"Conta Kia Sun Motors",CP02_stonic_[inicio_01/01],"[Amanita] Always On | KIA STONIC | Amplo",AD06_stonic_img_[14/01],277844195704332,6875080103815,6875080104415,6969866674215,AD06_stonic_img_[14/01],65+,female,2026-03-21,18,19,1.05555556,BRL,0.42,"Clique de 7 dias ou visualização de 1 dia",,,,0,22.10526316,,0,,"Using campaign budget",Daily,10,Daily,2026-03-21,2026-03-21
"Conta Kia Sun Motors",CP07_sorento_[inicio_27/01],CJ01_sorento_amplo,AD01_sorrento_img_[27/01],277844195704332,6974778338815,6974778338615,6974778337815,AD01_sorrento_img_[27/01],65+,female,2026-03-21,375,521,1.38933333,BRL,7.38,"Clique de 7 dias ou visualização de 1 dia",3.69,2,11,3.26295585,14.16506718,0.67090909,0.43411765,,"Using campaign budget",Daily,20,Daily,2026-03-21,2026-03-21
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD09_niro_img_[18/02],277844195704332,6729879019015,6729879019215,6983252644415,AD09_niro_img_[18/02],65+,female,2026-03-21,4,5,1.25,BRL,0.22,"Clique de 7 dias ou visualização de 1 dia",,,,20,44,,0.22,,"Using campaign budget",Daily,20,Daily,2026-03-21,2026-03-21
"Conta Kia Sun Motors",CP01_sportage_[inicio_08/09],CJ01_sportage_amplo,AD014_sportage_img_[04/03],277844195704332,6915514980415,6915514981215,6991217259415,AD014_sportage_img_[04/03],65+,female,2026-03-21,84,92,1.0952381,BRL,1.58,"Clique de 7 dias ou visualização de 1 dia",,,5,5.43478261,17.17391304,0.316,0.316,,"Using campaign budget",Daily,25,Daily,2026-03-21,2026-03-21
"Conta Kia Sun Motors",CP01_sportage_[inicio_08/09],CJ01_sportage_amplo,AD015_sportage_img_[04/03],277844195704332,6915514980415,6915514981215,6991218029015,AD015_sportage_img_[04/03],65+,female,2026-03-21,27,35,1.2962963,BRL,0.49,"Clique de 7 dias ou visualização de 1 dia",,,1,2.85714286,14,0.49,0.49,,"Using campaign budget",Daily,25,Daily,2026-03-21,2026-03-21
"Conta Kia Sun Motors",CP02_stonic_[inicio_01/01],"[Amanita] Always On | KIA STONIC | Amplo",AD07_stonic_img_[17/03],277844195704332,6875080103815,6875080104415,6997622580215,AD07_stonic_img_[17/03],65+,female,2026-03-21,8,9,1.125,BRL,0.09,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,"Using campaign budget",Daily,10,Daily,2026-03-21,2026-03-21
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD05_niro_img_[05/12],277844195704332,6729879019015,6729879019215,6953693449415,AD05_niro_img_[05/12],65+,female,2026-03-21,4,5,1.25,BRL,0.09,"Clique de 7 dias ou visualização de 1 dia",,,,0,18,,0,,"Using campaign budget",Daily,20,Daily,2026-03-21,2026-03-21
"Conta Kia Sun Motors",CPE04_festival-seminovos_[inicio_11/02],CJE_amplo_seminovos_diversos,AD04_seminovos_carrossel_[20/03],277844195704332,6980813028015,6980813028615,6999332623815,AD04_seminovos_carrossel_[20/03],65+,female,2026-03-21,11,13,1.18181818,BRL,0.2,"Clique de 7 dias ou visualização de 1 dia",,,,0,15.38461538,,0,,"Using campaign budget",Daily,10,Daily,2026-03-21,2026-03-21
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD02_bongo_img_[24/11],277844195704332,6662637016215,6662637322615,6947902635015,AD02_bongo_img_[24/11],65+,female,2026-03-21,40,46,1.15,BRL,1.28,"Clique de 7 dias ou visualização de 1 dia",,,3,10.86956522,27.82608696,0.42666667,0.256,,50,Daily,"Using ad set budget",,2026-03-21,2026-03-21
"Conta Kia Sun Motors",CPE04_festival-seminovos_[inicio_11/02],CJE_amplo_seminovos_diversos,AD03_seminovos_img_[20/03],277844195704332,6980813028015,6980813028615,6999332290015,AD03_seminovos_img_[20/03],65+,female,2026-03-21,38,45,1.18421053,BRL,0.81,"Clique de 7 dias ou visualização de 1 dia",,,1,2.22222222,18,0.81,0.81,,"Using campaign budget",Daily,10,Daily,2026-03-21,2026-03-21
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS","AD Versatilidade - Bongo - Frete sem preço",277844195704332,6662637016215,6662637322615,6853552721615,"AD Versatilidade - Bongo - Frete sem preço",65+,male,2026-03-21,233,277,1.1888412,BRL,2.67,"Clique de 7 dias ou visualização de 1 dia",,,3,1.44404332,9.63898917,0.89,0.6675,,50,Daily,"Using ad set budget",,2026-03-21,2026-03-21
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD09_bongo_video_[05/03],277844195704332,6662637016215,6662637322615,6991828947415,AD09_bongo_video_[05/03],65+,male,2026-03-21,3,3,1,BRL,0.02,"Clique de 7 dias ou visualização de 1 dia",,,,0,6.66666667,,0,,50,Daily,"Using ad set budget",,2026-03-21,2026-03-21
"Conta Suzuki Sun Motors",CP02_gsx-8s_[inicio_01/01],"[Amanita] Suzuki - GSX-8S - Amplo","AD02 - GSX-8S",722911362773979,120211251061830599,120211847192070599,120211847192060599,"AD02 - GSX-8S",65+,male,2026-03-21,43,52,1.20930233,BRL,0.63,"Clique de 7 dias ou visualização de 1 dia",,,,0,12.11538462,,0,,"Using campaign budget",Daily,20,Daily,2026-03-21,2026-03-21
"Conta Haojue Sun Motors",CP06_master-ride-150_[inicio_08/09],CJ01_master_ride_amplo,AD01_master_ride_img_[08/09],184629203219671,120231323193670298,120231323193700298,120231323193930298,AD01_master_ride_img_[08/09],65+,male,2026-03-21,193,231,1.19689119,BRL,4.22,"Clique de 7 dias ou visualização de 1 dia",,,11,5.62770563,18.26839827,0.38363636,0.32461538,,"Using campaign budget",Daily,25,Daily,2026-03-21,2026-03-21
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD04_gsx-s1000-gx_img_[08/12],722911362773979,120239355257350599,120239355257340599,120239355257310599,AD04_gsx-s1000-gx_img_[08/12],65+,male,2026-03-21,197,253,1.28426396,BRL,1.93,"Clique de 7 dias ou visualização de 1 dia",1.93,1,5,3.16205534,7.6284585,0.386,0.24125,,"Using campaign budget",Daily,18,Daily,2026-03-21,2026-03-21
"Conta Zontes",CP03_e-350_[inicio_01/01],"[Amanita] Zontes - 350 Scooter - AMPLO",AD06_e350_img_[31/10]_com_preco,7658357130952021,120228803541830714,120228803541820714,120235269660740714,AD06_e350_img_[31/10]_com_preco,65+,male,2026-03-21,20,22,1.1,BRL,0.3,"Clique de 7 dias ou visualização de 1 dia",,,1,4.54545455,13.63636364,0.3,0.3,,"Using campaign budget",Daily,20,Daily,2026-03-21,2026-03-21
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD08_nk150_img_[01/12],184629203219671,120231793936550298,120231793936530298,120236167397160298,AD08_nk150_img_[01/12],65+,male,2026-03-21,85,91,1.07058824,BRL,1.89,"Clique de 7 dias ou visualização de 1 dia",,,2,2.1978022,20.76923077,0.945,0.945,,"Using campaign budget",Daily,10,Daily,2026-03-21,2026-03-21
"Conta Haojue Sun Motors",CP04_dr-160_[inicio_01/01],"[Amanita] Always On | DR160 - Amplo",AD07_dr160_img_[06/01],184629203219671,120218349708790298,120218349708850298,120237818342340298,AD07_dr160_img_[06/01],65+,male,2026-03-21,39,43,1.1025641,BRL,0.77,"Clique de 7 dias ou visualização de 1 dia",,,1,2.3255814,17.90697674,0.77,0.77,,"Using campaign budget",Daily,10,Daily,2026-03-21,2026-03-21
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD06_dk160_img_[06/01],184629203219671,120233157487530298,120233157487570298,120237818393430298,AD06_dk160_img_[06/01],65+,male,2026-03-21,92,114,1.23913043,BRL,1.67,"Clique de 7 dias ou visualização de 1 dia",,,3,2.63157895,14.64912281,0.55666667,0.55666667,,"Using campaign budget",Daily,25,Daily,2026-03-21,2026-03-21
"Conta Haojue Sun Motors",CP05_dl-160_[inicio_01/01],"[Amanita] Always On | DL160 - Amplo",AD07_dl160_img_[08/01],184629203219671,120228417084420298,120228417084570298,120237922343140298,AD07_dl160_img_[08/01],65+,male,2026-03-21,56,56,1,BRL,0.3,"Clique de 7 dias ou visualização de 1 dia",,,3,7.14285714,5.35714286,0.1,0.075,,"Using campaign budget",Daily,20,Daily,2026-03-21,2026-03-21
"Conta Zontes",CP05_t-350+t-350-x_[inicio_01/01],"[Amanita] Zontes - T350 e T350x - Amplo",AD06_t350_img_[13/01]_com_preco,7658357130952021,120224545259140714,120224545259250714,120238669666370714,AD06_t350_img_[13/01]_com_preco,65+,male,2026-03-21,91,102,1.12087912,BRL,1.2,"Clique de 7 dias ou visualização de 1 dia",,,1,1.96078431,11.76470588,1.2,0.6,,"Using campaign budget",Daily,20,Daily,2026-03-21,2026-03-21
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD011_nk150_img_[05/03],184629203219671,120231793936550298,120231793936530298,120240269904510298,AD011_nk150_img_[05/03],65+,male,2026-03-21,2,2,1,BRL,0.04,"Clique de 7 dias ou visualização de 1 dia",,,,0,20,,0,,"Using campaign budget",Daily,10,Daily,2026-03-21,2026-03-21
"Conta Zontes",CP03_e-350_[inicio_01/01],"[Amanita] Zontes - 350 Scooter - AMPLO",AD10_e350_img_[04/03],7658357130952021,120228803541830714,120228803541820714,120240463183430714,AD10_e350_img_[04/03],65+,male,2026-03-21,113,136,1.20353982,BRL,1.58683897,"Clique de 7 dias ou visualização de 1 dia",,,6,5.14705882,11.66793358,0.26447316,0.22669128,,"Using campaign budget",Daily,20,Daily,2026-03-21,2026-03-21
"Conta Zontes",CP05_t-350+t-350-x_[inicio_01/01],"[Amanita] Zontes - T350 e T350x - Amplo",AD07_t350_img_[04/03]_com_preco,7658357130952021,120224545259140714,120224545259250714,120240463253460714,AD07_t350_img_[04/03]_com_preco,65+,male,2026-03-21,37,41,1.10810811,BRL,0.16,"Clique de 7 dias ou visualização de 1 dia",,,1,4.87804878,3.90243902,0.16,0.08,,"Using campaign budget",Daily,20,Daily,2026-03-21,2026-03-21
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD04_gsx-s1000-gx_img_[04/03],722911362773979,120239355257350599,120239355257340599,120240558726840599,AD04_gsx-s1000-gx_img_[04/03],65+,male,2026-03-21,6,7,1.16666667,BRL,0.18,"Clique de 7 dias ou visualização de 1 dia",,,,0,25.71428571,,0,,"Using campaign budget",Daily,18,Daily,2026-03-21,2026-03-21
