"Nome da conta","Nome da campanha","Nome do conjunto de anúncios","Nome do anúncio","Identificação da conta","Identificação da campanha","Identificação do conjunto de anúncios","Identificação do anúncio",Anúncios,Idade,Gênero,Dia,Alcance,Impressões,Frequência,Moeda,"Valor usado (BRL)","Configuração de atribuição","Custo por lead",Leads,"Cliques no link","CTR (todos)","CPM (custo por 1.000 impressões)","CPC (custo por clique no link)","CPC (todos)",Visualizações,"Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Orçamento da campanha","Tipo de orçamento da campanha","Início dos relatórios","Encerramento dos relatórios"
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD02_bongo_img_[24/11],277844195704332,6662637016215,6662637322615,6947902635015,AD02_bongo_img_[24/11],45-54,unknown,2026-03-07,1,1,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,50,Daily,"Using ad set budget",,2026-03-07,2026-03-07
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS","AD Versatilidade - Bongo - Frete sem preço",277844195704332,6662637016215,6662637322615,6853552721615,"AD Versatilidade - Bongo - Frete sem preço",55-64,female,2026-03-07,56,61,1.08928571,BRL,0.38,"Clique de 7 dias ou visualização de 1 dia",,,2,3.27868852,6.2295082,0.19,0.19,,50,Daily,"Using ad set budget",,2026-03-07,2026-03-07
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD09_bongo_video_[05/03],277844195704332,6662637016215,6662637322615,6991828947415,AD09_bongo_video_[05/03],55-64,female,2026-03-07,5,5,1,BRL,0.14,"Clique de 7 dias ou visualização de 1 dia",,,1,20,28,0.14,0.14,,50,Daily,"Using ad set budget",,2026-03-07,2026-03-07
"Conta Suzuki Sun Motors",CP02_gsx-8s_[inicio_01/01],"[Amanita] Suzuki - GSX-8S - Amplo","AD02 - GSX-8S",722911362773979,120211251061830599,120211847192070599,120211847192060599,"AD02 - GSX-8S",55-64,female,2026-03-07,2,3,1.5,BRL,0.02,"Clique de 7 dias ou visualização de 1 dia",,,1,33.33333333,6.66666667,0.02,0.02,,"Using campaign budget",Daily,20,Daily,2026-03-07,2026-03-07
"Conta Haojue Sun Motors",CP06_master-ride-150_[inicio_08/09],CJ01_master_ride_amplo,AD01_master_ride_img_[08/09],184629203219671,120231323193670298,120231323193700298,120231323193930298,AD01_master_ride_img_[08/09],55-64,female,2026-03-07,4,6,1.5,BRL,0.05,"Clique de 7 dias ou visualização de 1 dia",,,,0,8.33333333,,0,,"Using campaign budget",Daily,25,Daily,2026-03-07,2026-03-07
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD04_gsx-s1000-gx_img_[08/12],722911362773979,120239355257350599,120239355257340599,120239355257310599,AD04_gsx-s1000-gx_img_[08/12],55-64,female,2026-03-07,9,9,1,BRL,0.03,"Clique de 7 dias ou visualização de 1 dia",,,,0,3.33333333,,0,,"Using campaign budget",Daily,18,Daily,2026-03-07,2026-03-07
"Conta Zontes",CP03_e-350_[inicio_01/01],"[Amanita] Zontes - 350 Scooter - AMPLO",AD06_e350_img_[31/10]_com_preco,7658357130952021,120228803541830714,120228803541820714,120235269660740714,AD06_e350_img_[31/10]_com_preco,55-64,female,2026-03-07,26,30,1.15384615,BRL,0.56,"Clique de 7 dias ou visualização de 1 dia",,,3,10,18.66666667,0.18666667,0.18666667,,"Using campaign budget",Daily,20,Daily,2026-03-07,2026-03-07
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD08_nk150_img_[01/12],184629203219671,120231793936550298,120231793936530298,120236167397160298,AD08_nk150_img_[01/12],55-64,female,2026-03-07,4,4,1,BRL,0.02,"Clique de 7 dias ou visualização de 1 dia",,,,0,5,,0,,"Using campaign budget",Daily,10,Daily,2026-03-07,2026-03-07
"Conta Haojue Sun Motors",CP04_dr-160_[inicio_01/01],"[Amanita] Always On | DR160 - Amplo",AD07_dr160_img_[06/01],184629203219671,120218349708790298,120218349708850298,120237818342340298,AD07_dr160_img_[06/01],55-64,female,2026-03-07,4,4,1,BRL,0.18,"Clique de 7 dias ou visualização de 1 dia",,,,0,45,,0,,"Using campaign budget",Daily,10,Daily,2026-03-07,2026-03-07
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD06_dk160_img_[06/01],184629203219671,120233157487530298,120233157487570298,120237818393430298,AD06_dk160_img_[06/01],55-64,female,2026-03-07,8,8,1,BRL,0.06,"Clique de 7 dias ou visualização de 1 dia",,,,0,7.5,,0,,"Using campaign budget",Daily,25,Daily,2026-03-07,2026-03-07
"Conta Haojue Sun Motors",CP05_dl-160_[inicio_01/01],"[Amanita] Always On | DL160 - Amplo",AD07_dl160_img_[08/01],184629203219671,120228417084420298,120228417084570298,120237922343140298,AD07_dl160_img_[08/01],55-64,female,2026-03-07,2,2,1,BRL,0.02,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,"Using campaign budget",Daily,20,Daily,2026-03-07,2026-03-07
"Conta Zontes",CP05_t-350+t-350-x_[inicio_01/01],"[Amanita] Zontes - T350 e T350x - Amplo",AD06_t350_img_[13/01]_com_preco,7658357130952021,120224545259140714,120224545259250714,120238669666370714,AD06_t350_img_[13/01]_com_preco,55-64,female,2026-03-07,12,13,1.08333333,BRL,0.09,"Clique de 7 dias ou visualização de 1 dia",,,,0,6.92307692,,0,,"Using campaign budget",Daily,20,Daily,2026-03-07,2026-03-07
"Conta Zontes",CP03_e-350_[inicio_01/01],"[Amanita] Zontes - 350 Scooter - AMPLO",AD09_e350_img_[06/02],7658357130952021,120228803541830714,120228803541820714,120239484038620714,AD09_e350_img_[06/02],55-64,female,2026-03-07,2,2,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,5,,0,,"Using campaign budget",Daily,20,Daily,2026-03-07,2026-03-07
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD07_dk160_img_[05/03],184629203219671,120233157487530298,120233157487570298,120240273002990298,AD07_dk160_img_[05/03],55-64,female,2026-03-07,1,1,1,BRL,0.02,"Clique de 7 dias ou visualização de 1 dia",,,,0,20,,0,,"Using campaign budget",Daily,25,Daily,2026-03-07,2026-03-07
"Conta Kia Sun Motors",CP02_stonic_[inicio_01/01],"[Amanita] Always On | KIA STONIC | Amplo",AD06_stonic_img_[14/01],277844195704332,6875080103815,6875080104415,6969866674215,AD06_stonic_img_[14/01],55-64,female,2026-03-07,8,8,1,BRL,0.12,"Clique de 7 dias ou visualização de 1 dia",,,,0,15,,0,,"Using campaign budget",Daily,10,Daily,2026-03-07,2026-03-07
"Conta Kia Sun Motors",CP07_sorento_[inicio_27/01],CJ01_sorento_amplo,AD01_sorrento_img_[27/01],277844195704332,6974778338815,6974778338615,6974778337815,AD01_sorrento_img_[27/01],55-64,female,2026-03-07,24,24,1,BRL,0.15,"Clique de 7 dias ou visualização de 1 dia",,,1,4.16666667,6.25,0.15,0.15,,"Using campaign budget",Daily,20,Daily,2026-03-07,2026-03-07
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD09_niro_img_[18/02],277844195704332,6729879019015,6729879019215,6983252644415,AD09_niro_img_[18/02],55-64,female,2026-03-07,1,1,1,BRL,0.04,"Clique de 7 dias ou visualização de 1 dia",,,,0,40,,0,,"Using campaign budget",Daily,20,Daily,2026-03-07,2026-03-07
"Conta Kia Sun Motors",CP07_sorento_[inicio_27/01],CJ01_sorento_amplo,AD02_sorrento_video_[24/02],277844195704332,6974778338815,6974778338615,6987262222815,AD02_sorrento_video_[24/02],55-64,female,2026-03-07,15,15,1,BRL,0.27,"Clique de 7 dias ou visualização de 1 dia",,,1,20,18,0.27,0.09,,"Using campaign budget",Daily,20,Daily,2026-03-07,2026-03-07
"Conta Kia Sun Motors",CP01_sportage_[inicio_08/09],CJ01_sportage_amplo,AD014_sportage_img_[04/03],277844195704332,6915514980415,6915514981215,6991217259415,AD014_sportage_img_[04/03],55-64,female,2026-03-07,21,25,1.19047619,BRL,0.39,"Clique de 7 dias ou visualização de 1 dia",,,,0,15.6,,0,,"Using campaign budget",Daily,25,Daily,2026-03-07,2026-03-07
"Conta Kia Sun Motors",CP01_sportage_[inicio_08/09],CJ01_sportage_amplo,AD015_sportage_img_[04/03],277844195704332,6915514980415,6915514981215,6991218029015,AD015_sportage_img_[04/03],55-64,female,2026-03-07,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,25,Daily,2026-03-07,2026-03-07
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD05_niro_img_[05/12],277844195704332,6729879019015,6729879019215,6953693449415,AD05_niro_img_[05/12],55-64,female,2026-03-07,40,44,1.1,BRL,0.69,"Clique de 7 dias ou visualização de 1 dia",,,,0,15.68181818,,0,,"Using campaign budget",Daily,20,Daily,2026-03-07,2026-03-07
"Conta Kia Sun Motors",CPE04_festival-seminovos_[inicio_11/02],CJE_amplo_seminovos_diversos,AD01_seminovos_img_[12/11],277844195704332,6980813028015,6980813028615,6980813028415,AD01_seminovos_img_[12/11],55-64,female,2026-03-07,20,24,1.2,BRL,0.5,"Clique de 7 dias ou visualização de 1 dia",,,4,16.66666667,20.83333333,0.125,0.125,,"Using campaign budget",Daily,10,Daily,2026-03-07,2026-03-07
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD02_bongo_img_[24/11],277844195704332,6662637016215,6662637322615,6947902635015,AD02_bongo_img_[24/11],55-64,female,2026-03-07,18,21,1.16666667,BRL,0.13,"Clique de 7 dias ou visualização de 1 dia",,,,0,6.19047619,,0,,50,Daily,"Using ad set budget",,2026-03-07,2026-03-07
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS","AD Versatilidade - Bongo - Frete sem preço",277844195704332,6662637016215,6662637322615,6853552721615,"AD Versatilidade - Bongo - Frete sem preço",55-64,male,2026-03-07,211,251,1.18957346,BRL,2.73,"Clique de 7 dias ou visualização de 1 dia",,,1,1.19521912,10.87649402,2.73,0.91,,50,Daily,"Using ad set budget",,2026-03-07,2026-03-07
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD09_bongo_video_[05/03],277844195704332,6662637016215,6662637322615,6991828947415,AD09_bongo_video_[05/03],55-64,male,2026-03-07,131,152,1.16030534,BRL,1.64,"Clique de 7 dias ou visualização de 1 dia",,,3,2.63157895,10.78947368,0.54666667,0.41,,50,Daily,"Using ad set budget",,2026-03-07,2026-03-07
"Conta Kia Sun Motors",CP02_stonic_[inicio_01/01],"[Amanita] Always On | KIA STONIC | Amplo",AD04_stonic_img_[05/12],277844195704332,6875080103815,6875080104415,6953692882815,AD04_stonic_img_[05/12],55-64,male,2026-03-07,9,10,1.11111111,BRL,0.21,"Clique de 7 dias ou visualização de 1 dia",,,,0,21,,0,,"Using campaign budget",Daily,10,Daily,2026-03-07,2026-03-07
"Conta Suzuki Sun Motors",CP02_gsx-8s_[inicio_01/01],"[Amanita] Suzuki - GSX-8S - Amplo","AD02 - GSX-8S",722911362773979,120211251061830599,120211847192070599,120211847192060599,"AD02 - GSX-8S",55-64,male,2026-03-07,176,206,1.17045455,BRL,1.48,"Clique de 7 dias ou visualização de 1 dia",,,4,2.42718447,7.18446602,0.37,0.296,,"Using campaign budget",Daily,20,Daily,2026-03-07,2026-03-07
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD07_bongo_video_[19/02],277844195704332,6662637016215,6662637322615,6983267035215,AD07_bongo_video_[19/02],55-64,male,2026-03-07,5,5,1,BRL,0.06,"Clique de 7 dias ou visualização de 1 dia",,,,0,12,,0,,50,Daily,"Using ad set budget",,2026-03-07,2026-03-07
"Conta Haojue Sun Motors",CP06_master-ride-150_[inicio_08/09],CJ01_master_ride_amplo,AD01_master_ride_img_[08/09],184629203219671,120231323193670298,120231323193700298,120231323193930298,AD01_master_ride_img_[08/09],55-64,male,2026-03-07,389,466,1.19794344,BRL,4.06,"Clique de 7 dias ou visualização de 1 dia",,,6,1.7167382,8.71244635,0.67666667,0.5075,,"Using campaign budget",Daily,25,Daily,2026-03-07,2026-03-07
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD04_gsx-s1000-gx_img_[08/12],722911362773979,120239355257350599,120239355257340599,120239355257310599,AD04_gsx-s1000-gx_img_[08/12],55-64,male,2026-03-07,408,560,1.37254902,BRL,4.17,"Clique de 7 dias ou visualização de 1 dia",4.17,1,14,2.85714286,7.44642857,0.29785714,0.260625,,"Using campaign budget",Daily,18,Daily,2026-03-07,2026-03-07
"Conta Zontes",CP03_e-350_[inicio_01/01],"[Amanita] Zontes - 350 Scooter - AMPLO",AD06_e350_img_[31/10]_com_preco,7658357130952021,120228803541830714,120228803541820714,120235269660740714,AD06_e350_img_[31/10]_com_preco,55-64,male,2026-03-07,196,234,1.19387755,BRL,2.75,"Clique de 7 dias ou visualização de 1 dia",2.75,1,6,3.41880342,11.75213675,0.45833333,0.34375,,"Using campaign budget",Daily,20,Daily,2026-03-07,2026-03-07
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD08_nk150_img_[01/12],184629203219671,120231793936550298,120231793936530298,120236167397160298,AD08_nk150_img_[01/12],55-64,male,2026-03-07,183,222,1.21311475,BRL,2.53,"Clique de 7 dias ou visualização de 1 dia",,,2,1.35135135,11.3963964,1.265,0.84333333,,"Using campaign budget",Daily,10,Daily,2026-03-07,2026-03-07
"Conta Haojue Sun Motors",CP04_dr-160_[inicio_01/01],"[Amanita] Always On | DR160 - Amplo",AD07_dr160_img_[06/01],184629203219671,120218349708790298,120218349708850298,120237818342340298,AD07_dr160_img_[06/01],55-64,male,2026-03-07,90,101,1.12222222,BRL,2.32,"Clique de 7 dias ou visualização de 1 dia",,,1,0.99009901,22.97029703,2.32,2.32,,"Using campaign budget",Daily,10,Daily,2026-03-07,2026-03-07
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD06_dk160_img_[06/01],184629203219671,120233157487530298,120233157487570298,120237818393430298,AD06_dk160_img_[06/01],55-64,male,2026-03-07,181,228,1.25966851,BRL,1.77,"Clique de 7 dias ou visualização de 1 dia",,,4,2.63157895,7.76315789,0.4425,0.295,,"Using campaign budget",Daily,25,Daily,2026-03-07,2026-03-07
"Conta Haojue Sun Motors",CP05_dl-160_[inicio_01/01],"[Amanita] Always On | DL160 - Amplo",AD07_dl160_img_[08/01],184629203219671,120228417084420298,120228417084570298,120237922343140298,AD07_dl160_img_[08/01],55-64,male,2026-03-07,170,232,1.36470588,BRL,1.27,"Clique de 7 dias ou visualização de 1 dia",,,5,2.15517241,5.47413793,0.254,0.254,,"Using campaign budget",Daily,20,Daily,2026-03-07,2026-03-07
"Conta Zontes",CP05_t-350+t-350-x_[inicio_01/01],"[Amanita] Zontes - T350 e T350x - Amplo",AD06_t350_img_[13/01]_com_preco,7658357130952021,120224545259140714,120224545259250714,120238669666370714,AD06_t350_img_[13/01]_com_preco,55-64,male,2026-03-07,309,374,1.21035599,BRL,2.72,"Clique de 7 dias ou visualização de 1 dia",,,8,2.67379679,7.27272727,0.34,0.272,,"Using campaign budget",Daily,20,Daily,2026-03-07,2026-03-07
"Conta Zontes",CP02_v-350_[inicio_01/01],"01 - amplo",AD05_v350_img_[13/01],7658357130952021,120212510922970714,120212510922950714,120238669724190714,AD05_v350_img_[13/01],55-64,male,2026-03-07,77,92,1.19480519,BRL,0.79,"Clique de 7 dias ou visualização de 1 dia",,,1,3.26086957,8.58695652,0.79,0.26333333,,"Using campaign budget",Daily,9,Daily,2026-03-07,2026-03-07
"Conta Zontes",CP03_e-350_[inicio_01/01],"[Amanita] Zontes - 350 Scooter - AMPLO",AD09_e350_img_[06/02],7658357130952021,120228803541830714,120228803541820714,120239484038620714,AD09_e350_img_[06/02],55-64,male,2026-03-07,20,24,1.2,BRL,0.29,"Clique de 7 dias ou visualização de 1 dia",,,,4.16666667,12.08333333,,0.29,,"Using campaign budget",Daily,20,Daily,2026-03-07,2026-03-07
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD011_nk150_img_[05/03],184629203219671,120231793936550298,120231793936530298,120240269904510298,AD011_nk150_img_[05/03],55-64,male,2026-03-07,10,10,1,BRL,0.17,"Clique de 7 dias ou visualização de 1 dia",,,,10,17,,0.17,,"Using campaign budget",Daily,10,Daily,2026-03-07,2026-03-07
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD07_dk160_img_[05/03],184629203219671,120233157487530298,120233157487570298,120240273002990298,AD07_dk160_img_[05/03],55-64,male,2026-03-07,42,57,1.35714286,BRL,0.94,"Clique de 7 dias ou visualização de 1 dia",,,,1.75438596,16.49122807,,0.94,,"Using campaign budget",Daily,25,Daily,2026-03-07,2026-03-07
"Conta Zontes",CP03_e-350_[inicio_01/01],"[Amanita] Zontes - 350 Scooter - AMPLO",AD10_e350_img_[04/03],7658357130952021,120228803541830714,120228803541820714,120240463183430714,AD10_e350_img_[04/03],55-64,male,2026-03-07,6,6,1,BRL,0.05,"Clique de 7 dias ou visualização de 1 dia",,,,0,8.33333333,,0,,"Using campaign budget",Daily,20,Daily,2026-03-07,2026-03-07
"Conta Zontes",CP05_t-350+t-350-x_[inicio_01/01],"[Amanita] Zontes - T350 e T350x - Amplo",AD07_t350_img_[04/03]_com_preco,7658357130952021,120224545259140714,120224545259250714,120240463253460714,AD07_t350_img_[04/03]_com_preco,55-64,male,2026-03-07,28,31,1.10714286,BRL,0.36,"Clique de 7 dias ou visualização de 1 dia",,,,0,11.61290323,,0,,"Using campaign budget",Daily,20,Daily,2026-03-07,2026-03-07
"Conta Zontes",CP02_v-350_[inicio_01/01],"01 - amplo",AD06_v350_img_[04/03]_com_preco,7658357130952021,120212510922970714,120212510922950714,120240463508870714,AD06_v350_img_[04/03]_com_preco,55-64,male,2026-03-07,4,4,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,9,Daily,2026-03-07,2026-03-07
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD06_gsx-s1000_img_[04/03],722911362773979,120239355257350599,120239355257340599,120240558703870599,AD06_gsx-s1000_img_[04/03],55-64,male,2026-03-07,12,17,1.41666667,BRL,0.08,"Clique de 7 dias ou visualização de 1 dia",,,,0,4.70588235,,0,,"Using campaign budget",Daily,18,Daily,2026-03-07,2026-03-07
"Conta Kia Sun Motors",CP02_stonic_[inicio_01/01],"[Amanita] Always On | KIA STONIC | Amplo",AD06_stonic_img_[14/01],277844195704332,6875080103815,6875080104415,6969866674215,AD06_stonic_img_[14/01],55-64,male,2026-03-07,31,33,1.06451613,BRL,0.41,"Clique de 7 dias ou visualização de 1 dia",,,,0,12.42424242,,0,,"Using campaign budget",Daily,10,Daily,2026-03-07,2026-03-07
"Conta Kia Sun Motors",CP07_sorento_[inicio_27/01],CJ01_sorento_amplo,AD01_sorrento_img_[27/01],277844195704332,6974778338815,6974778338615,6974778337815,AD01_sorrento_img_[27/01],55-64,male,2026-03-07,70,81,1.15714286,BRL,1.04,"Clique de 7 dias ou visualização de 1 dia",,,,0,12.83950617,,0,,"Using campaign budget",Daily,20,Daily,2026-03-07,2026-03-07
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD09_niro_img_[18/02],277844195704332,6729879019015,6729879019215,6983252644415,AD09_niro_img_[18/02],55-64,male,2026-03-07,25,29,1.16,BRL,1,"Clique de 7 dias ou visualização de 1 dia",,,2,6.89655172,34.48275862,0.5,0.5,,"Using campaign budget",Daily,20,Daily,2026-03-07,2026-03-07
"Conta Kia Sun Motors",CP07_sorento_[inicio_27/01],CJ01_sorento_amplo,AD02_sorrento_video_[24/02],277844195704332,6974778338815,6974778338615,6987262222815,AD02_sorrento_video_[24/02],55-64,male,2026-03-07,81,90,1.11111111,BRL,1.19,"Clique de 7 dias ou visualização de 1 dia",,,,1.11111111,13.22222222,,1.19,,"Using campaign budget",Daily,20,Daily,2026-03-07,2026-03-07
"Conta Kia Sun Motors",CP01_sportage_[inicio_08/09],CJ01_sportage_amplo,AD014_sportage_img_[04/03],277844195704332,6915514980415,6915514981215,6991217259415,AD014_sportage_img_[04/03],55-64,male,2026-03-07,87,111,1.27586207,BRL,0.63,"Clique de 7 dias ou visualização de 1 dia",0.63,1,1,2.7027027,5.67567568,0.63,0.21,,"Using campaign budget",Daily,25,Daily,2026-03-07,2026-03-07
"Conta Kia Sun Motors",CP01_sportage_[inicio_08/09],CJ01_sportage_amplo,AD015_sportage_img_[04/03],277844195704332,6915514980415,6915514981215,6991218029015,AD015_sportage_img_[04/03],55-64,male,2026-03-07,1,1,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,"Using campaign budget",Daily,25,Daily,2026-03-07,2026-03-07
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD05_niro_img_[05/12],277844195704332,6729879019015,6729879019215,6953693449415,AD05_niro_img_[05/12],55-64,male,2026-03-07,140,164,1.17142857,BRL,2.58,"Clique de 7 dias ou visualização de 1 dia",,,3,2.43902439,15.73170732,0.86,0.645,,"Using campaign budget",Daily,20,Daily,2026-03-07,2026-03-07
"Conta Kia Sun Motors",CPE04_festival-seminovos_[inicio_11/02],CJE_amplo_seminovos_diversos,AD01_seminovos_img_[12/11],277844195704332,6980813028015,6980813028615,6980813028415,AD01_seminovos_img_[12/11],55-64,male,2026-03-07,132,151,1.14393939,BRL,2.8,"Clique de 7 dias ou visualização de 1 dia",,,8,5.9602649,18.54304636,0.35,0.31111111,,"Using campaign budget",Daily,10,Daily,2026-03-07,2026-03-07
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD02_bongo_img_[24/11],277844195704332,6662637016215,6662637322615,6947902635015,AD02_bongo_img_[24/11],55-64,male,2026-03-07,104,119,1.14423077,BRL,1.18,"Clique de 7 dias ou visualização de 1 dia",1.18,1,2,3.36134454,9.91596639,0.59,0.295,,50,Daily,"Using ad set budget",,2026-03-07,2026-03-07
"Conta Suzuki Sun Motors",CP02_gsx-8s_[inicio_01/01],"[Amanita] Suzuki - GSX-8S - Amplo","AD02 - GSX-8S",722911362773979,120211251061830599,120211847192070599,120211847192060599,"AD02 - GSX-8S",55-64,unknown,2026-03-07,2,3,1.5,BRL,0.04,"Clique de 7 dias ou visualização de 1 dia",,,,0,13.33333333,,0,,"Using campaign budget",Daily,20,Daily,2026-03-07,2026-03-07
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD04_gsx-s1000-gx_img_[08/12],722911362773979,120239355257350599,120239355257340599,120239355257310599,AD04_gsx-s1000-gx_img_[08/12],55-64,unknown,2026-03-07,3,3,1,BRL,0.02,"Clique de 7 dias ou visualização de 1 dia",,,,0,6.66666667,,0,,"Using campaign budget",Daily,18,Daily,2026-03-07,2026-03-07
"Conta Zontes",CP03_e-350_[inicio_01/01],"[Amanita] Zontes - 350 Scooter - AMPLO",AD06_e350_img_[31/10]_com_preco,7658357130952021,120228803541830714,120228803541820714,120235269660740714,AD06_e350_img_[31/10]_com_preco,55-64,unknown,2026-03-07,1,1,1,BRL,0.02,"Clique de 7 dias ou visualização de 1 dia",,,,0,20,,0,,"Using campaign budget",Daily,20,Daily,2026-03-07,2026-03-07
