"Nome da conta","Nome da campanha","Nome do conjunto de anúncios","Nome do anúncio","Identificação da conta","Identificação da campanha","Identificação do conjunto de anúncios","Identificação do anúncio",Anúncios,Idade,Gênero,Dia,Alcance,Impressões,Frequência,Moeda,"Valor usado (BRL)","Configuração de atribuição","Custo por lead",Leads,"Cliques no link","CTR (todos)","CPM (custo por 1.000 impressões)","CPC (custo por clique no link)","CPC (todos)",Visualizações,"Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Orçamento da campanha","Tipo de orçamento da campanha","Início dos relatórios","Término dos relatórios"
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD02_bongo_img_[24/11],277844195704332,6662637016215,6662637322615,6947902635015,AD02_bongo_img_[24/11],35-44,male,2026-02-17,96,104,1.08333333,BRL,0.58,"Clique de 7 dias ou visualização de 1 dia",,,,0,5.57692308,,0,,30,Daily,"Using ad set budget",,2026-02-17,2026-02-17
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS","AD Versatilidade - Bongo - Frete sem preço",277844195704332,6662637016215,6662637322615,6853552721615,"AD Versatilidade - Bongo - Frete sem preço",35-44,unknown,2026-02-17,2,2,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,5,,0,,30,Daily,"Using ad set budget",,2026-02-17,2026-02-17
"Conta Suzuki Sun Motors",CP02_gsx-8s_[inicio_01/01],"[Amanita] Suzuki - GSX-8S - Amplo","AD02 - GSX-8S",722911362773979,120211251061830599,120211847192070599,120211847192060599,"AD02 - GSX-8S",35-44,unknown,2026-02-17,2,2,1,BRL,0.02,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,"Using campaign budget",Daily,20,Daily,2026-02-17,2026-02-17
"Conta Haojue Sun Motors",CP06_master-ride-150_[inicio_08/09],CJ01_master_ride_amplo,AD01_master_ride_img_[08/09],184629203219671,120231323193670298,120231323193700298,120231323193930298,AD01_master_ride_img_[08/09],35-44,unknown,2026-02-17,3,4,1.33333333,BRL,0.05,"Clique de 7 dias ou visualização de 1 dia",,,,0,12.5,,0,,"Using campaign budget",Daily,15,Daily,2026-02-17,2026-02-17
"Conta Zontes",CP03_e-350_[inicio_01/01],"[Amanita] Zontes - 350 Scooter - AMPLO",AD06_e350_img_[31/10]_com_preco,7658357130952021,120228803541830714,120228803541820714,120235269660740714,AD06_e350_img_[31/10]_com_preco,35-44,unknown,2026-02-17,1,2,2,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,5,,0,,"Using campaign budget",Daily,15,Daily,2026-02-17,2026-02-17
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD08_nk150_img_[01/12],184629203219671,120231793936550298,120231793936530298,120236167397160298,AD08_nk150_img_[01/12],35-44,unknown,2026-02-17,2,2,1,BRL,0.02,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,"Using campaign budget",Daily,15,Daily,2026-02-17,2026-02-17
"Conta Zontes",CP02_v-350_[inicio_01/01],"01 - amplo",AD04_v350_img_[15/10]_com_preco,7658357130952021,120212510922970714,120212510922950714,120236892254390714,AD04_v350_img_[15/10]_com_preco,35-44,unknown,2026-02-17,3,3,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,3.33333333,,0,,"Using campaign budget",Daily,9,Daily,2026-02-17,2026-02-17
"Conta Haojue Sun Motors",CP04_dr-160_[inicio_01/01],"[Amanita] Always On | DR160 - Amplo",AD07_dr160_img_[06/01],184629203219671,120218349708790298,120218349708850298,120237818342340298,AD07_dr160_img_[06/01],35-44,unknown,2026-02-17,2,2,1,BRL,0.02,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,"Using campaign budget",Daily,25,Daily,2026-02-17,2026-02-17
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD06_dk160_img_[06/01],184629203219671,120233157487530298,120233157487570298,120237818393430298,AD06_dk160_img_[06/01],35-44,unknown,2026-02-17,2,2,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,15,Daily,2026-02-17,2026-02-17
"Conta Haojue Sun Motors",CP05_dl-160_[inicio_01/01],"[Amanita] Always On | DL160 - Amplo",AD07_dl160_img_[08/01],184629203219671,120228417084420298,120228417084570298,120237922343140298,AD07_dl160_img_[08/01],35-44,unknown,2026-02-17,2,2,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,10,Daily,2026-02-17,2026-02-17
"Conta Zontes",CP05_t-350+t-350-x_[inicio_01/01],"[Amanita] Zontes - T350 e T350x - Amplo",AD06_t350_img_[13/01],7658357130952021,120224545259140714,120224545259250714,120238669666370714,AD06_t350_img_[13/01],35-44,unknown,2026-02-17,2,2,1,BRL,0.00999011,"Clique de 7 dias ou visualização de 1 dia",,,,0,4.9950544,,0,,"Using campaign budget",Daily,20,Daily,2026-02-17,2026-02-17
"Conta Suzuki Sun Motors",CP06_gsx-8r_[inicio_08/09],CJ01_gsx-8r_amplo,AD014_gsx_8r_img_[20/01],722911362773979,120231169848870599,120231169848990599,120238760442000599,AD014_gsx_8r_img_[20/01],35-44,unknown,2026-02-17,2,2,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,15,Daily,2026-02-17,2026-02-17
"Conta Suzuki Sun Motors",CP06_gsx-8r_[inicio_08/09],CJ01_gsx-8r_amplo,AD015_gsx_8r_img_[20/01],722911362773979,120231169848870599,120231169848990599,120238760561210599,AD015_gsx_8r_img_[20/01],35-44,unknown,2026-02-17,3,7,2.33333333,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,1,28.57142857,1.42857143,0.01,0.005,,"Using campaign budget",Daily,15,Daily,2026-02-17,2026-02-17
"Conta Haojue Sun Motors",CPE04_[carnaval_ofertas_inicio_02/02]],CJE01_[carnaval_ofertas],AD010_t-350_img_[06/02],184629203219671,120238736778790298,120238736778820298,120239028254420298,AD010_t-350_img_[06/02],35-44,unknown,2026-02-17,12,13,1.08333333,BRL,0.04998663,"Clique de 7 dias ou visualização de 1 dia",,,1,7.69230769,3.84512546,0.04998663,0.04998663,,"Using campaign budget",Daily,40,Daily,2026-02-17,2026-02-17
"Conta Suzuki Sun Motors",CP10_v-strom-650-xt+v-strom-800-de_[inicio_05/02],CJ01_v-strom_650-xt+v-strom-800-de_amplo,AD04_v-strom-800-de_img_[12/01],722911362773979,120239355488020599,120239355488080599,120239355598890599,AD04_v-strom-800-de_img_[12/01],35-44,unknown,2026-02-17,2,2,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,5,,0,,"Using campaign budget",Daily,10,Daily,2026-02-17,2026-02-17
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD05_bongo_img_[12/01],277844195704332,6662637016215,6662637322615,6969065448215,AD05_bongo_img_[12/01],35-44,unknown,2026-02-17,4,7,1.75,BRL,0.07,"Clique de 7 dias ou visualização de 1 dia",,,1,14.28571429,10,0.07,0.07,,30,Daily,"Using ad set budget",,2026-02-17,2026-02-17
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD04_gsx-s1000-gx_img_[08/12],722911362773979,120239355257350599,120239355257340599,120239355257310599,AD04_gsx-s1000-gx_img_[08/12],35-44,unknown,2026-02-17,1,1,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,"Using campaign budget",Daily,18,Daily,2026-02-17,2026-02-17
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS","AD Versatilidade - Bongo - Frete sem preço",277844195704332,6662637016215,6662637322615,6853552721615,"AD Versatilidade - Bongo - Frete sem preço",45-54,female,2026-02-17,29,30,1.03448276,BRL,0.44,"Clique de 7 dias ou visualização de 1 dia",,,,0,14.66666667,,0,,30,Daily,"Using ad set budget",,2026-02-17,2026-02-17
"Conta Kia Sun Motors",CP02_stonic_[inicio_01/01],"[Amanita] Always On | KIA STONIC | Amplo",AD04_stonic_img_[05/12],277844195704332,6875080103815,6875080104415,6953692882815,AD04_stonic_img_[05/12],45-54,female,2026-02-17,6,6,1,BRL,0.11,"Clique de 7 dias ou visualização de 1 dia",,,,0,18.33333333,,0,,"Using campaign budget",Daily,10,Daily,2026-02-17,2026-02-17
"Conta Suzuki Sun Motors",CP02_gsx-8s_[inicio_01/01],"[Amanita] Suzuki - GSX-8S - Amplo","AD02 - GSX-8S",722911362773979,120211251061830599,120211847192070599,120211847192060599,"AD02 - GSX-8S",45-54,female,2026-02-17,22,22,1,BRL,0.21,"Clique de 7 dias ou visualização de 1 dia",,,,0,9.54545455,,0,,"Using campaign budget",Daily,20,Daily,2026-02-17,2026-02-17
"Conta Haojue Sun Motors",CP06_master-ride-150_[inicio_08/09],CJ01_master_ride_amplo,AD01_master_ride_img_[08/09],184629203219671,120231323193670298,120231323193700298,120231323193930298,AD01_master_ride_img_[08/09],45-54,female,2026-02-17,15,16,1.06666667,BRL,0.14,"Clique de 7 dias ou visualização de 1 dia",0.14,1,1,12.5,8.75,0.14,0.07,,"Using campaign budget",Daily,15,Daily,2026-02-17,2026-02-17
"Conta Kia Sun Motors",CPE04_festival-seminovos_[inicio_11/02],CJE_amplo_seminovos_diversos,AD01_seminovos_img_[12/11],277844195704332,6980813028015,6980813028615,6980813028415,AD01_seminovos_img_[12/11],45-54,female,2026-02-17,74,88,1.18918919,BRL,1.76,"Clique de 7 dias ou visualização de 1 dia",,,1,1.13636364,20,1.76,1.76,,"Using campaign budget",Daily,20,Daily,2026-02-17,2026-02-17
"Conta Kia Sun Motors",CPE04_festival-seminovos_[inicio_11/02],CJE_amplo_seminovos_diversos,AD02_seminovos_carrossel_[12/11],277844195704332,6980813028015,6980813028615,6980815892615,AD02_seminovos_carrossel_[12/11],45-54,female,2026-02-17,5,6,1.2,BRL,0.09,"Clique de 7 dias ou visualização de 1 dia",,,1,33.33333333,15,0.09,0.045,,"Using campaign budget",Daily,20,Daily,2026-02-17,2026-02-17
"Conta Zontes",CP08_tactic-400_[inicio_30/11],CJ01_tactic400_Amplo,AD04_tactic400_img_[29/11],7658357130952021,120224545592140714,120224545592160714,120236521361910714,AD04_tactic400_img_[29/11],45-54,female,2026-02-17,12,12,1,BRL,0.05,"Clique de 7 dias ou visualização de 1 dia",,,,8.33333333,4.16666667,,0.05,,"Using campaign budget",Daily,8,Daily,2026-02-17,2026-02-17
"Conta Zontes",CP03_e-350_[inicio_01/01],"[Amanita] Zontes - 350 Scooter - AMPLO",AD06_e350_img_[31/10]_com_preco,7658357130952021,120228803541830714,120228803541820714,120235269660740714,AD06_e350_img_[31/10]_com_preco,45-54,female,2026-02-17,103,133,1.29126214,BRL,1.05,"Clique de 7 dias ou visualização de 1 dia",,,2,2.2556391,7.89473684,0.525,0.35,,"Using campaign budget",Daily,15,Daily,2026-02-17,2026-02-17
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD08_nk150_img_[01/12],184629203219671,120231793936550298,120231793936530298,120236167397160298,AD08_nk150_img_[01/12],45-54,female,2026-02-17,9,9,1,BRL,0.17,"Clique de 7 dias ou visualização de 1 dia",,,,0,18.88888889,,0,,"Using campaign budget",Daily,15,Daily,2026-02-17,2026-02-17
"Conta Zontes",CP02_v-350_[inicio_01/01],"01 - amplo",AD04_v350_img_[15/10]_com_preco,7658357130952021,120212510922970714,120212510922950714,120236892254390714,AD04_v350_img_[15/10]_com_preco,45-54,female,2026-02-17,13,16,1.23076923,BRL,0.1,"Clique de 7 dias ou visualização de 1 dia",,,,0,6.25,,0,,"Using campaign budget",Daily,9,Daily,2026-02-17,2026-02-17
"Conta Haojue Sun Motors",CP04_dr-160_[inicio_01/01],"[Amanita] Always On | DR160 - Amplo",AD07_dr160_img_[06/01],184629203219671,120218349708790298,120218349708850298,120237818342340298,AD07_dr160_img_[06/01],45-54,female,2026-02-17,41,44,1.07317073,BRL,0.73,"Clique de 7 dias ou visualização de 1 dia",,,1,4.54545455,16.59090909,0.73,0.365,,"Using campaign budget",Daily,25,Daily,2026-02-17,2026-02-17
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD06_dk160_img_[06/01],184629203219671,120233157487530298,120233157487570298,120237818393430298,AD06_dk160_img_[06/01],45-54,female,2026-02-17,9,9,1,BRL,0.06,"Clique de 7 dias ou visualização de 1 dia",0.06,1,1,22.22222222,6.66666667,0.06,0.03,,"Using campaign budget",Daily,15,Daily,2026-02-17,2026-02-17
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD010_nk150_img_[06/01],184629203219671,120231793936550298,120231793936530298,120237818652800298,AD010_nk150_img_[06/01],45-54,female,2026-02-17,7,7,1,BRL,0.02,"Clique de 7 dias ou visualização de 1 dia",,,,0,2.85714286,,0,,"Using campaign budget",Daily,15,Daily,2026-02-17,2026-02-17
"Conta Haojue Sun Motors",CP05_dl-160_[inicio_01/01],"[Amanita] Always On | DL160 - Amplo",AD07_dl160_img_[08/01],184629203219671,120228417084420298,120228417084570298,120237922343140298,AD07_dl160_img_[08/01],45-54,female,2026-02-17,8,8,1,BRL,0.06,"Clique de 7 dias ou visualização de 1 dia",,,,0,7.5,,0,,"Using campaign budget",Daily,10,Daily,2026-02-17,2026-02-17
"Conta Zontes",CP05_t-350+t-350-x_[inicio_01/01],"[Amanita] Zontes - T350 e T350x - Amplo",AD06_t350_img_[13/01],7658357130952021,120224545259140714,120224545259250714,120238669666370714,AD06_t350_img_[13/01],45-54,female,2026-02-17,29,35,1.20689655,BRL,0.07992087,"Clique de 7 dias ou visualização de 1 dia",,,,0,2.28345344,,0,,"Using campaign budget",Daily,20,Daily,2026-02-17,2026-02-17
"Conta Suzuki Sun Motors",CP06_gsx-8r_[inicio_08/09],CJ01_gsx-8r_amplo,AD015_gsx_8r_img_[20/01],722911362773979,120231169848870599,120231169848990599,120238760561210599,AD015_gsx_8r_img_[20/01],45-54,female,2026-02-17,6,9,1.5,BRL,0.05,"Clique de 7 dias ou visualização de 1 dia",,,,0,5.55555556,,0,,"Using campaign budget",Daily,15,Daily,2026-02-17,2026-02-17
"Conta Haojue Sun Motors",CPE04_[carnaval_ofertas_inicio_02/02]],CJE01_[carnaval_ofertas],AD010_t-350_img_[06/02],184629203219671,120238736778790298,120238736778820298,120239028254420298,AD010_t-350_img_[06/02],45-54,female,2026-02-17,23,26,1.13043478,BRL,0.12996524,"Clique de 7 dias ou visualização de 1 dia",0.12996524,1,1,7.69230769,4.9986631,0.12996524,0.06498262,,"Using campaign budget",Daily,40,Daily,2026-02-17,2026-02-17
"Conta Haojue Sun Motors",CPE04_[carnaval_ofertas_inicio_02/02]],CJE01_[carnaval_ofertas],AD011_t-350-x_img_[06/02],184629203219671,120238736778790298,120238736778820298,120239028297650298,AD011_t-350-x_img_[06/02],45-54,female,2026-02-17,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,40,Daily,2026-02-17,2026-02-17
"Conta Suzuki Sun Motors",CP10_v-strom-650-xt+v-strom-800-de_[inicio_05/02],CJ01_v-strom_650-xt+v-strom-800-de_amplo,AD04_v-strom-800-de_img_[12/01],722911362773979,120239355488020599,120239355488080599,120239355598890599,AD04_v-strom-800-de_img_[12/01],45-54,female,2026-02-17,17,19,1.11764706,BRL,0.34,"Clique de 7 dias ou visualização de 1 dia",,,,0,17.89473684,,0,,"Using campaign budget",Daily,10,Daily,2026-02-17,2026-02-17
"Conta Kia Sun Motors",CP01_sportage_[inicio_08/09],CJ01_sportage_amplo,AD010_sportage_img_[06/01],277844195704332,6915514980415,6915514981215,6966762783815,AD010_sportage_img_[06/01],45-54,female,2026-02-17,62,76,1.22580645,BRL,1.45,"Clique de 7 dias ou visualização de 1 dia",1.45,1,3,5.26315789,19.07894737,0.48333333,0.3625,,"Using campaign budget",Daily,20,Daily,2026-02-17,2026-02-17
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD05_bongo_img_[12/01],277844195704332,6662637016215,6662637322615,6969065448215,AD05_bongo_img_[12/01],45-54,female,2026-02-17,43,56,1.30232558,BRL,0.14,"Clique de 7 dias ou visualização de 1 dia",,,1,1.78571429,2.5,0.14,0.14,,30,Daily,"Using ad set budget",,2026-02-17,2026-02-17
"Conta Kia Sun Motors",CP02_stonic_[inicio_01/01],"[Amanita] Always On | KIA STONIC | Amplo",AD06_stonic_img_[14/01],277844195704332,6875080103815,6875080104415,6969866674215,AD06_stonic_img_[14/01],45-54,female,2026-02-17,7,8,1.14285714,BRL,0.16,"Clique de 7 dias ou visualização de 1 dia",,,,0,20,,0,,"Using campaign budget",Daily,10,Daily,2026-02-17,2026-02-17
"Conta Kia Sun Motors",CP04_carnival_[inicio_01/01],"[Amanita] Always On | KIA | Carnival | AMPLO (ADV)",AD03_carnival_img_[26/01],277844195704332,6819548126415,6880512939215,6974296417015,AD03_carnival_img_[26/01],45-54,female,2026-02-17,42,44,1.04761905,BRL,0.65,"Clique de 7 dias ou visualização de 1 dia",0.65,1,2,6.81818182,14.77272727,0.325,0.21666667,,"Using campaign budget",Daily,9,Daily,2026-02-17,2026-02-17
"Conta Kia Sun Motors",CP03_ev5_[inicio_01/01],"[Amanita] Always On | KIA | EV5 | ADV+RMKT",AD04_ev5_img_[26/01],277844195704332,6819551408615,6819551408215,6974317588815,AD04_ev5_img_[26/01],45-54,female,2026-02-17,11,12,1.09090909,BRL,0.21,"Clique de 7 dias ou visualização de 1 dia",0.21,1,1,16.66666667,17.5,0.21,0.105,,"Using campaign budget",Daily,7,Daily,2026-02-17,2026-02-17
"Conta Kia Sun Motors",CP07_sorento_[inicio_27/01],CJ01_sorento_amplo,AD01_sorrento_img_[27/01],277844195704332,6974778338815,6974778338615,6974778337815,AD01_sorrento_img_[27/01],45-54,female,2026-02-17,26,35,1.34615385,BRL,0.21,"Clique de 7 dias ou visualização de 1 dia",,,1,2.85714286,6,0.21,0.21,,"Using campaign budget",Daily,15,Daily,2026-02-17,2026-02-17
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD05_niro_img_[05/12],277844195704332,6729879019015,6729879019215,6953693449415,AD05_niro_img_[05/12],45-54,female,2026-02-17,45,48,1.06666667,BRL,1.52,"Clique de 7 dias ou visualização de 1 dia",,,2,2.08333333,31.66666667,0.76,1.52,,"Using campaign budget",Daily,20,Daily,2026-02-17,2026-02-17
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD04_gsx-s1000-gx_img_[08/12],722911362773979,120239355257350599,120239355257340599,120239355257310599,AD04_gsx-s1000-gx_img_[08/12],45-54,female,2026-02-17,20,24,1.2,BRL,0.17,"Clique de 7 dias ou visualização de 1 dia",,,1,4.16666667,7.08333333,0.17,0.17,,"Using campaign budget",Daily,18,Daily,2026-02-17,2026-02-17
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD02_bongo_img_[24/11],277844195704332,6662637016215,6662637322615,6947902635015,AD02_bongo_img_[24/11],45-54,female,2026-02-17,10,11,1.1,BRL,0.03,"Clique de 7 dias ou visualização de 1 dia",,,,0,2.72727273,,0,,30,Daily,"Using ad set budget",,2026-02-17,2026-02-17
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS","AD Versatilidade - Bongo - Frete sem preço",277844195704332,6662637016215,6662637322615,6853552721615,"AD Versatilidade - Bongo - Frete sem preço",45-54,male,2026-02-17,227,270,1.18942731,BRL,2.67,"Clique de 7 dias ou visualização de 1 dia",,,1,0.74074074,9.88888889,2.67,1.335,,30,Daily,"Using ad set budget",,2026-02-17,2026-02-17
"Conta Kia Sun Motors",CP02_stonic_[inicio_01/01],"[Amanita] Always On | KIA STONIC | Amplo",AD04_stonic_img_[05/12],277844195704332,6875080103815,6875080104415,6953692882815,AD04_stonic_img_[05/12],45-54,male,2026-02-17,9,10,1.11111111,BRL,0.18,"Clique de 7 dias ou visualização de 1 dia",,,,0,18,,0,,"Using campaign budget",Daily,10,Daily,2026-02-17,2026-02-17
"Conta Suzuki Sun Motors",CP02_gsx-8s_[inicio_01/01],"[Amanita] Suzuki - GSX-8S - Amplo","AD02 - GSX-8S",722911362773979,120211251061830599,120211847192070599,120211847192060599,"AD02 - GSX-8S",45-54,male,2026-02-17,380,478,1.25789474,BRL,3.39,"Clique de 7 dias ou visualização de 1 dia",,,6,1.88284519,7.09205021,0.565,0.37666667,,"Using campaign budget",Daily,20,Daily,2026-02-17,2026-02-17
"Conta Haojue Sun Motors",CP06_master-ride-150_[inicio_08/09],CJ01_master_ride_amplo,AD01_master_ride_img_[08/09],184629203219671,120231323193670298,120231323193700298,120231323193930298,AD01_master_ride_img_[08/09],45-54,male,2026-02-17,302,344,1.13907285,BRL,3.04,"Clique de 7 dias ou visualização de 1 dia",,,3,1.45348837,8.8372093,1.01333333,0.608,,"Using campaign budget",Daily,15,Daily,2026-02-17,2026-02-17
"Conta Kia Sun Motors",CPE04_festival-seminovos_[inicio_11/02],CJE_amplo_seminovos_diversos,AD01_seminovos_img_[12/11],277844195704332,6980813028015,6980813028615,6980813028415,AD01_seminovos_img_[12/11],45-54,male,2026-02-17,285,316,1.10877193,BRL,3.72,"Clique de 7 dias ou visualização de 1 dia",,,3,1.58227848,11.7721519,1.24,0.744,,"Using campaign budget",Daily,20,Daily,2026-02-17,2026-02-17
"Conta Kia Sun Motors",CPE04_festival-seminovos_[inicio_11/02],CJE_amplo_seminovos_diversos,AD02_seminovos_carrossel_[12/11],277844195704332,6980813028015,6980813028615,6980815892615,AD02_seminovos_carrossel_[12/11],45-54,male,2026-02-17,30,30,1,BRL,0.31,"Clique de 7 dias ou visualização de 1 dia",,,1,3.33333333,10.33333333,0.31,0.31,,"Using campaign budget",Daily,20,Daily,2026-02-17,2026-02-17
"Conta Zontes",CP08_tactic-400_[inicio_30/11],CJ01_tactic400_Amplo,AD04_tactic400_img_[29/11],7658357130952021,120224545592140714,120224545592160714,120236521361910714,AD04_tactic400_img_[29/11],45-54,male,2026-02-17,87,114,1.31034483,BRL,1.2,"Clique de 7 dias ou visualização de 1 dia",,,3,2.63157895,10.52631579,0.4,0.4,,"Using campaign budget",Daily,8,Daily,2026-02-17,2026-02-17
"Conta Zontes",CP03_e-350_[inicio_01/01],"[Amanita] Zontes - 350 Scooter - AMPLO",AD06_e350_img_[31/10]_com_preco,7658357130952021,120228803541830714,120228803541820714,120235269660740714,AD06_e350_img_[31/10]_com_preco,45-54,male,2026-02-17,449,622,1.38530067,BRL,3.98,"Clique de 7 dias ou visualização de 1 dia",1.99,2,18,4.0192926,6.39871383,0.22111111,0.1592,,"Using campaign budget",Daily,15,Daily,2026-02-17,2026-02-17
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD08_nk150_img_[01/12],184629203219671,120231793936550298,120231793936530298,120236167397160298,AD08_nk150_img_[01/12],45-54,male,2026-02-17,185,229,1.23783784,BRL,1.38,"Clique de 7 dias ou visualização de 1 dia",,,4,3.05676856,6.02620087,0.345,0.19714286,,"Using campaign budget",Daily,15,Daily,2026-02-17,2026-02-17
"Conta Zontes",CP02_v-350_[inicio_01/01],"01 - amplo",AD04_v350_img_[15/10]_com_preco,7658357130952021,120212510922970714,120212510922950714,120236892254390714,AD04_v350_img_[15/10]_com_preco,45-54,male,2026-02-17,706,769,1.08923513,BRL,2.47,"Clique de 7 dias ou visualização de 1 dia",1.235,2,15,4.03120936,3.21196359,0.16466667,0.07967742,,"Using campaign budget",Daily,9,Daily,2026-02-17,2026-02-17
"Conta Haojue Sun Motors",CP04_dr-160_[inicio_01/01],"[Amanita] Always On | DR160 - Amplo",AD07_dr160_img_[06/01],184629203219671,120218349708790298,120218349708850298,120237818342340298,AD07_dr160_img_[06/01],45-54,male,2026-02-17,361,408,1.13019391,BRL,2.93,"Clique de 7 dias ou visualização de 1 dia",,,3,1.2254902,7.18137255,0.97666667,0.586,,"Using campaign budget",Daily,25,Daily,2026-02-17,2026-02-17
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD06_dk160_img_[06/01],184629203219671,120233157487530298,120233157487570298,120237818393430298,AD06_dk160_img_[06/01],45-54,male,2026-02-17,133,164,1.23308271,BRL,1.34,"Clique de 7 dias ou visualização de 1 dia",,,4,3.65853659,8.17073171,0.335,0.22333333,,"Using campaign budget",Daily,15,Daily,2026-02-17,2026-02-17
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD010_nk150_img_[06/01],184629203219671,120231793936550298,120231793936530298,120237818652800298,AD010_nk150_img_[06/01],45-54,male,2026-02-17,150,161,1.07333333,BRL,1.02,"Clique de 7 dias ou visualização de 1 dia",,,3,5.59006211,6.33540373,0.34,0.11333333,,"Using campaign budget",Daily,15,Daily,2026-02-17,2026-02-17
"Conta Haojue Sun Motors",CP05_dl-160_[inicio_01/01],"[Amanita] Always On | DL160 - Amplo",AD07_dl160_img_[08/01],184629203219671,120228417084420298,120228417084570298,120237922343140298,AD07_dl160_img_[08/01],45-54,male,2026-02-17,355,433,1.21971831,BRL,1.96,"Clique de 7 dias ou visualização de 1 dia",,,8,1.61662818,4.52655889,0.245,0.28,,"Using campaign budget",Daily,10,Daily,2026-02-17,2026-02-17
"Conta Suzuki Sun Motors",CP02_gsx-8s_[inicio_01/01],"[Amanita] Suzuki - GSX-8S - Amplo",AD05_gsx_8s_img_[12/01],722911362773979,120211251061830599,120211847192070599,120238429634710599,AD05_gsx_8s_img_[12/01],45-54,male,2026-02-17,2,2,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,20,Daily,2026-02-17,2026-02-17
"Conta Zontes",CP05_t-350+t-350-x_[inicio_01/01],"[Amanita] Zontes - T350 e T350x - Amplo",AD06_t350_img_[13/01],7658357130952021,120224545259140714,120224545259250714,120238669666370714,AD06_t350_img_[13/01],45-54,male,2026-02-17,744,972,1.30645161,BRL,4.78526212,"Clique de 7 dias ou visualização de 1 dia",1.59508737,3,15,2.67489712,4.92310917,0.31901747,0.18404854,,"Using campaign budget",Daily,20,Daily,2026-02-17,2026-02-17
"Conta Haojue Sun Motors",CPE04_[carnaval_ofertas_inicio_02/02]],CJE01_[carnaval_ofertas],AD01_dl160_img_[02/01],184629203219671,120238736778790298,120238736778820298,120238736778810298,AD01_dl160_img_[02/01],45-54,male,2026-02-17,1,1,1,BRL,0.02,"Clique de 7 dias ou visualização de 1 dia",,,,0,20,,0,,"Using campaign budget",Daily,40,Daily,2026-02-17,2026-02-17
"Conta Suzuki Sun Motors",CP06_gsx-8r_[inicio_08/09],CJ01_gsx-8r_amplo,AD014_gsx_8r_img_[20/01],722911362773979,120231169848870599,120231169848990599,120238760442000599,AD014_gsx_8r_img_[20/01],45-54,male,2026-02-17,19,21,1.10526316,BRL,0.13,"Clique de 7 dias ou visualização de 1 dia",,,,0,6.19047619,,0,,"Using campaign budget",Daily,15,Daily,2026-02-17,2026-02-17
