"Nome da conta","Nome da campanha","Nome do conjunto de anúncios","Nome do anúncio","Identificação da conta","Identificação da campanha","Identificação do conjunto de anúncios","Identificação do anúncio",Anúncios,Idade,Gênero,Dia,Alcance,Impressões,Frequência,Moeda,"Valor usado (BRL)","Configuração de atribuição","Custo por lead",Leads,"Cliques no link","CTR (todos)","CPM (custo por 1.000 impressões)","CPC (custo por clique no link)","CPC (todos)",Visualizações,"Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Orçamento da campanha","Tipo de orçamento da campanha","Início dos relatórios","Término dos relatórios"
"Conta Suzuki Sun Motors",CP06_gsx-8r_[inicio_08/09],CJ01_gsx-8r_amplo,AD015_gsx_8r_img_[20/01],722911362773979,120231169848870599,120231169848990599,120238760561210599,AD015_gsx_8r_img_[20/01],45-54,male,2026-02-17,108,128,1.18518519,BRL,0.85,"Clique de 7 dias ou visualização de 1 dia",0.85,1,2,3.125,6.640625,0.425,0.2125,,"Using campaign budget",Daily,15,Daily,2026-02-17,2026-02-17
"Conta Haojue Sun Motors",CPE04_[carnaval_ofertas_inicio_02/02]],CJE01_[carnaval_ofertas],AD010_t-350_img_[06/02],184629203219671,120238736778790298,120238736778820298,120239028254420298,AD010_t-350_img_[06/02],45-54,male,2026-02-17,822,1094,1.33090024,BRL,5.31857754,"Clique de 7 dias ou visualização de 1 dia",5.31857754,1,14,1.82815356,4.86158825,0.3798984,0.26592888,,"Using campaign budget",Daily,40,Daily,2026-02-17,2026-02-17
"Conta Haojue Sun Motors",CPE04_[carnaval_ofertas_inicio_02/02]],CJE01_[carnaval_ofertas],AD011_t-350-x_img_[06/02],184629203219671,120238736778790298,120238736778820298,120239028297650298,AD011_t-350-x_img_[06/02],45-54,male,2026-02-17,25,25,1,BRL,0.17,"Clique de 7 dias ou visualização de 1 dia",,,,0,6.8,,0,,"Using campaign budget",Daily,40,Daily,2026-02-17,2026-02-17
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD05_gsx-s1000-gx_img_[12/01],722911362773979,120239355257350599,120239355257340599,120239355257300599,AD05_gsx-s1000-gx_img_[12/01],45-54,male,2026-02-17,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,18,Daily,2026-02-17,2026-02-17
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD02_gsx-s1000_img_[12/01],722911362773979,120239355257350599,120239355257340599,120239355426930599,AD02_gsx-s1000_img_[12/01],45-54,male,2026-02-17,2,3,1.5,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,1,33.33333333,0,0,0,,"Using campaign budget",Daily,18,Daily,2026-02-17,2026-02-17
"Conta Suzuki Sun Motors",CP10_v-strom-650-xt+v-strom-800-de_[inicio_05/02],CJ01_v-strom_650-xt+v-strom-800-de_amplo,AD04_v-strom-800-de_img_[12/01],722911362773979,120239355488020599,120239355488080599,120239355598890599,AD04_v-strom-800-de_img_[12/01],45-54,male,2026-02-17,66,81,1.22727273,BRL,1.07,"Clique de 7 dias ou visualização de 1 dia",,,,0,13.20987654,,0,,"Using campaign budget",Daily,10,Daily,2026-02-17,2026-02-17
"Conta Kia Sun Motors",CP01_sportage_[inicio_08/09],CJ01_sportage_amplo,AD010_sportage_img_[06/01],277844195704332,6915514980415,6915514981215,6966762783815,AD010_sportage_img_[06/01],45-54,male,2026-02-17,211,247,1.17061611,BRL,2.41,"Clique de 7 dias ou visualização de 1 dia",,,1,1.6194332,9.75708502,2.41,0.6025,,"Using campaign budget",Daily,20,Daily,2026-02-17,2026-02-17
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD05_bongo_img_[12/01],277844195704332,6662637016215,6662637322615,6969065448215,AD05_bongo_img_[12/01],45-54,male,2026-02-17,302,416,1.37748344,BRL,1.97,"Clique de 7 dias ou visualização de 1 dia",,,4,1.44230769,4.73557692,0.4925,0.32833333,,30,Daily,"Using ad set budget",,2026-02-17,2026-02-17
"Conta Kia Sun Motors",CP02_stonic_[inicio_01/01],"[Amanita] Always On | KIA STONIC | Amplo",AD06_stonic_img_[14/01],277844195704332,6875080103815,6875080104415,6969866674215,AD06_stonic_img_[14/01],45-54,male,2026-02-17,51,57,1.11764706,BRL,1.28,"Clique de 7 dias ou visualização de 1 dia",,,1,3.50877193,22.45614035,1.28,0.64,,"Using campaign budget",Daily,10,Daily,2026-02-17,2026-02-17
"Conta Kia Sun Motors",CP04_carnival_[inicio_01/01],"[Amanita] Always On | KIA | Carnival | AMPLO (ADV)",AD03_carnival_img_[26/01],277844195704332,6819548126415,6880512939215,6974296417015,AD03_carnival_img_[26/01],45-54,male,2026-02-17,107,122,1.14018692,BRL,1.47,"Clique de 7 dias ou visualização de 1 dia",1.47,1,3,2.45901639,12.04918033,0.49,0.49,,"Using campaign budget",Daily,9,Daily,2026-02-17,2026-02-17
"Conta Kia Sun Motors",CP03_ev5_[inicio_01/01],"[Amanita] Always On | KIA | EV5 | ADV+RMKT",AD04_ev5_img_[26/01],277844195704332,6819551408615,6819551408215,6974317588815,AD04_ev5_img_[26/01],45-54,male,2026-02-17,92,103,1.11956522,BRL,1.92,"Clique de 7 dias ou visualização de 1 dia",,,2,1.94174757,18.6407767,0.96,0.96,,"Using campaign budget",Daily,7,Daily,2026-02-17,2026-02-17
"Conta Kia Sun Motors",CP07_sorento_[inicio_27/01],CJ01_sorento_amplo,AD01_sorrento_img_[27/01],277844195704332,6974778338815,6974778338615,6974778337815,AD01_sorrento_img_[27/01],45-54,male,2026-02-17,85,99,1.16470588,BRL,1.13,"Clique de 7 dias ou visualização de 1 dia",1.13,1,1,2.02020202,11.41414141,1.13,0.565,,"Using campaign budget",Daily,15,Daily,2026-02-17,2026-02-17
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD05_niro_img_[05/12],277844195704332,6729879019015,6729879019215,6953693449415,AD05_niro_img_[05/12],45-54,male,2026-02-17,125,132,1.056,BRL,2.23,"Clique de 7 dias ou visualização de 1 dia",,,4,2.27272727,16.89393939,0.5575,0.74333333,,"Using campaign budget",Daily,20,Daily,2026-02-17,2026-02-17
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD04_gsx-s1000-gx_img_[08/12],722911362773979,120239355257350599,120239355257340599,120239355257310599,AD04_gsx-s1000-gx_img_[08/12],45-54,male,2026-02-17,689,904,1.31204644,BRL,4.98,"Clique de 7 dias ou visualização de 1 dia",,,15,1.99115044,5.50884956,0.332,0.27666667,,"Using campaign budget",Daily,18,Daily,2026-02-17,2026-02-17
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD02_bongo_img_[24/11],277844195704332,6662637016215,6662637322615,6947902635015,AD02_bongo_img_[24/11],45-54,male,2026-02-17,96,118,1.22916667,BRL,0.65,"Clique de 7 dias ou visualização de 1 dia",,,1,3.38983051,5.50847458,0.65,0.1625,,30,Daily,"Using ad set budget",,2026-02-17,2026-02-17
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS","AD Versatilidade - Bongo - Frete sem preço",277844195704332,6662637016215,6662637322615,6853552721615,"AD Versatilidade - Bongo - Frete sem preço",45-54,unknown,2026-02-17,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,30,Daily,"Using ad set budget",,2026-02-17,2026-02-17
"Conta Haojue Sun Motors",CP06_master-ride-150_[inicio_08/09],CJ01_master_ride_amplo,AD01_master_ride_img_[08/09],184629203219671,120231323193670298,120231323193700298,120231323193930298,AD01_master_ride_img_[08/09],45-54,unknown,2026-02-17,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,15,Daily,2026-02-17,2026-02-17
"Conta Kia Sun Motors",CPE04_festival-seminovos_[inicio_11/02],CJE_amplo_seminovos_diversos,AD01_seminovos_img_[12/11],277844195704332,6980813028015,6980813028615,6980813028415,AD01_seminovos_img_[12/11],45-54,unknown,2026-02-17,1,1,1,BRL,0.03,"Clique de 7 dias ou visualização de 1 dia",,,,0,30,,0,,"Using campaign budget",Daily,20,Daily,2026-02-17,2026-02-17
"Conta Zontes",CP03_e-350_[inicio_01/01],"[Amanita] Zontes - 350 Scooter - AMPLO",AD06_e350_img_[31/10]_com_preco,7658357130952021,120228803541830714,120228803541820714,120235269660740714,AD06_e350_img_[31/10]_com_preco,45-54,unknown,2026-02-17,3,3,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,3.33333333,,0,,"Using campaign budget",Daily,15,Daily,2026-02-17,2026-02-17
"Conta Zontes",CP02_v-350_[inicio_01/01],"01 - amplo",AD04_v350_img_[15/10]_com_preco,7658357130952021,120212510922970714,120212510922950714,120236892254390714,AD04_v350_img_[15/10]_com_preco,45-54,unknown,2026-02-17,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,9,Daily,2026-02-17,2026-02-17
"Conta Haojue Sun Motors",CP04_dr-160_[inicio_01/01],"[Amanita] Always On | DR160 - Amplo",AD07_dr160_img_[06/01],184629203219671,120218349708790298,120218349708850298,120237818342340298,AD07_dr160_img_[06/01],45-54,unknown,2026-02-17,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,25,Daily,2026-02-17,2026-02-17
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD06_dk160_img_[06/01],184629203219671,120233157487530298,120233157487570298,120237818393430298,AD06_dk160_img_[06/01],45-54,unknown,2026-02-17,2,3,1.5,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,15,Daily,2026-02-17,2026-02-17
"Conta Haojue Sun Motors",CP07_nk-150_[inicio_18/09],CJ01_nk150_amplo,AD010_nk150_img_[06/01],184629203219671,120231793936550298,120231793936530298,120237818652800298,AD010_nk150_img_[06/01],45-54,unknown,2026-02-17,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,15,Daily,2026-02-17,2026-02-17
"Conta Haojue Sun Motors",CP05_dl-160_[inicio_01/01],"[Amanita] Always On | DL160 - Amplo",AD07_dl160_img_[08/01],184629203219671,120228417084420298,120228417084570298,120237922343140298,AD07_dl160_img_[08/01],45-54,unknown,2026-02-17,2,2,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,5,,0,,"Using campaign budget",Daily,10,Daily,2026-02-17,2026-02-17
"Conta Zontes",CP05_t-350+t-350-x_[inicio_01/01],"[Amanita] Zontes - T350 e T350x - Amplo",AD06_t350_img_[13/01],7658357130952021,120224545259140714,120224545259250714,120238669666370714,AD06_t350_img_[13/01],45-54,unknown,2026-02-17,1,2,2,BRL,0.00999011,"Clique de 7 dias ou visualização de 1 dia",,,,0,4.9950544,,0,,"Using campaign budget",Daily,20,Daily,2026-02-17,2026-02-17
"Conta Haojue Sun Motors",CPE04_[carnaval_ofertas_inicio_02/02]],CJE01_[carnaval_ofertas],AD010_t-350_img_[06/02],184629203219671,120238736778790298,120238736778820298,120239028254420298,AD010_t-350_img_[06/02],45-54,unknown,2026-02-17,4,4,1,BRL,0.02999198,"Clique de 7 dias ou visualização de 1 dia",,,,0,7.49799465,,0,,"Using campaign budget",Daily,40,Daily,2026-02-17,2026-02-17
"Conta Suzuki Sun Motors",CP10_v-strom-650-xt+v-strom-800-de_[inicio_05/02],CJ01_v-strom_650-xt+v-strom-800-de_amplo,AD04_v-strom-800-de_img_[12/01],722911362773979,120239355488020599,120239355488080599,120239355598890599,AD04_v-strom-800-de_img_[12/01],45-54,unknown,2026-02-17,1,1,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,,0,10,,0,,"Using campaign budget",Daily,10,Daily,2026-02-17,2026-02-17
"Conta Kia Sun Motors",CP01_sportage_[inicio_08/09],CJ01_sportage_amplo,AD010_sportage_img_[06/01],277844195704332,6915514980415,6915514981215,6966762783815,AD010_sportage_img_[06/01],45-54,unknown,2026-02-17,2,3,1.5,BRL,0.04,"Clique de 7 dias ou visualização de 1 dia",,,,0,13.33333333,,0,,"Using campaign budget",Daily,20,Daily,2026-02-17,2026-02-17
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD05_bongo_img_[12/01],277844195704332,6662637016215,6662637322615,6969065448215,AD05_bongo_img_[12/01],45-54,unknown,2026-02-17,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,30,Daily,"Using ad set budget",,2026-02-17,2026-02-17
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS","AD Versatilidade - Bongo - Frete sem preço",277844195704332,6662637016215,6662637322615,6853552721615,"AD Versatilidade - Bongo - Frete sem preço",55-64,female,2026-02-17,20,21,1.05,BRL,0.16,"Clique de 7 dias ou visualização de 1 dia",,,,0,7.61904762,,0,,30,Daily,"Using ad set budget",,2026-02-17,2026-02-17
"Conta Kia Sun Motors",CP02_stonic_[inicio_01/01],"[Amanita] Always On | KIA STONIC | Amplo",AD04_stonic_img_[05/12],277844195704332,6875080103815,6875080104415,6953692882815,AD04_stonic_img_[05/12],55-64,female,2026-02-17,4,4,1,BRL,0.07,"Clique de 7 dias ou visualização de 1 dia",,,,0,17.5,,0,,"Using campaign budget",Daily,10,Daily,2026-02-17,2026-02-17
"Conta Suzuki Sun Motors",CP02_gsx-8s_[inicio_01/01],"[Amanita] Suzuki - GSX-8S - Amplo","AD02 - GSX-8S",722911362773979,120211251061830599,120211847192070599,120211847192060599,"AD02 - GSX-8S",55-64,female,2026-02-17,6,7,1.16666667,BRL,0.03,"Clique de 7 dias ou visualização de 1 dia",,,,0,4.28571429,,0,,"Using campaign budget",Daily,20,Daily,2026-02-17,2026-02-17
"Conta Haojue Sun Motors",CP06_master-ride-150_[inicio_08/09],CJ01_master_ride_amplo,AD01_master_ride_img_[08/09],184629203219671,120231323193670298,120231323193700298,120231323193930298,AD01_master_ride_img_[08/09],55-64,female,2026-02-17,21,30,1.42857143,BRL,0.42,"Clique de 7 dias ou visualização de 1 dia",,,1,6.66666667,14,0.42,0.21,,"Using campaign budget",Daily,15,Daily,2026-02-17,2026-02-17
"Conta Kia Sun Motors",CPE04_festival-seminovos_[inicio_11/02],CJE_amplo_seminovos_diversos,AD01_seminovos_img_[12/11],277844195704332,6980813028015,6980813028615,6980813028415,AD01_seminovos_img_[12/11],55-64,female,2026-02-17,39,46,1.17948718,BRL,0.82,"Clique de 7 dias ou visualização de 1 dia",,,4,8.69565217,17.82608696,0.205,0.205,,"Using campaign budget",Daily,20,Daily,2026-02-17,2026-02-17
"Conta Kia Sun Motors",CPE04_festival-seminovos_[inicio_11/02],CJE_amplo_seminovos_diversos,AD02_seminovos_carrossel_[12/11],277844195704332,6980813028015,6980813028615,6980815892615,AD02_seminovos_carrossel_[12/11],55-64,female,2026-02-17,7,7,1,BRL,0.14,"Clique de 7 dias ou visualização de 1 dia",,,,0,20,,0,,"Using campaign budget",Daily,20,Daily,2026-02-17,2026-02-17
"Conta Zontes",CP08_tactic-400_[inicio_30/11],CJ01_tactic400_Amplo,AD04_tactic400_img_[29/11],7658357130952021,120224545592140714,120224545592160714,120236521361910714,AD04_tactic400_img_[29/11],55-64,female,2026-02-17,24,31,1.29166667,BRL,0.3,"Clique de 7 dias ou visualização de 1 dia",,,1,3.22580645,9.67741935,0.3,0.3,,"Using campaign budget",Daily,8,Daily,2026-02-17,2026-02-17
"Conta Zontes",CP03_e-350_[inicio_01/01],"[Amanita] Zontes - 350 Scooter - AMPLO",AD06_e350_img_[31/10]_com_preco,7658357130952021,120228803541830714,120228803541820714,120235269660740714,AD06_e350_img_[31/10]_com_preco,55-64,female,2026-02-17,36,41,1.13888889,BRL,0.6,"Clique de 7 dias ou visualização de 1 dia",,,,0,14.63414634,,0,,"Using campaign budget",Daily,15,Daily,2026-02-17,2026-02-17
"Conta Zontes",CP02_v-350_[inicio_01/01],"01 - amplo",AD04_v350_img_[15/10]_com_preco,7658357130952021,120212510922970714,120212510922950714,120236892254390714,AD04_v350_img_[15/10]_com_preco,55-64,female,2026-02-17,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,100,0,,0,,"Using campaign budget",Daily,9,Daily,2026-02-17,2026-02-17
"Conta Haojue Sun Motors",CP04_dr-160_[inicio_01/01],"[Amanita] Always On | DR160 - Amplo",AD07_dr160_img_[06/01],184629203219671,120218349708790298,120218349708850298,120237818342340298,AD07_dr160_img_[06/01],55-64,female,2026-02-17,10,12,1.2,BRL,0.21,"Clique de 7 dias ou visualização de 1 dia",,,,0,17.5,,0,,"Using campaign budget",Daily,25,Daily,2026-02-17,2026-02-17
"Conta Haojue Sun Motors",CP08_dk-160_[inicio_14/10],CJ01_dk160_amplo,AD06_dk160_img_[06/01],184629203219671,120233157487530298,120233157487570298,120237818393430298,AD06_dk160_img_[06/01],55-64,female,2026-02-17,2,2,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,15,Daily,2026-02-17,2026-02-17
"Conta Haojue Sun Motors",CP05_dl-160_[inicio_01/01],"[Amanita] Always On | DL160 - Amplo",AD07_dl160_img_[08/01],184629203219671,120228417084420298,120228417084570298,120237922343140298,AD07_dl160_img_[08/01],55-64,female,2026-02-17,1,1,1,BRL,0,"Clique de 7 dias ou visualização de 1 dia",,,,0,0,,0,,"Using campaign budget",Daily,10,Daily,2026-02-17,2026-02-17
"Conta Zontes",CP05_t-350+t-350-x_[inicio_01/01],"[Amanita] Zontes - T350 e T350x - Amplo",AD06_t350_img_[13/01],7658357130952021,120224545259140714,120224545259250714,120238669666370714,AD06_t350_img_[13/01],55-64,female,2026-02-17,20,21,1.05,BRL,0.08991098,"Clique de 7 dias ou visualização de 1 dia",,,1,4.76190476,4.2814752,0.08991098,0.08991098,,"Using campaign budget",Daily,20,Daily,2026-02-17,2026-02-17
"Conta Haojue Sun Motors",CPE04_[carnaval_ofertas_inicio_02/02]],CJE01_[carnaval_ofertas],AD010_t-350_img_[06/02],184629203219671,120238736778790298,120238736778820298,120239028254420298,AD010_t-350_img_[06/02],55-64,female,2026-02-17,2,6,3,BRL,0.0399893,"Clique de 7 dias ou visualização de 1 dia",,,,0,6.66488414,,0,,"Using campaign budget",Daily,40,Daily,2026-02-17,2026-02-17
"Conta Suzuki Sun Motors",CP10_v-strom-650-xt+v-strom-800-de_[inicio_05/02],CJ01_v-strom_650-xt+v-strom-800-de_amplo,AD04_v-strom-800-de_img_[12/01],722911362773979,120239355488020599,120239355488080599,120239355598890599,AD04_v-strom-800-de_img_[12/01],55-64,female,2026-02-17,23,30,1.30434783,BRL,0.31,"Clique de 7 dias ou visualização de 1 dia",,,,0,10.33333333,,0,,"Using campaign budget",Daily,10,Daily,2026-02-17,2026-02-17
"Conta Kia Sun Motors",CP01_sportage_[inicio_08/09],CJ01_sportage_amplo,AD010_sportage_img_[06/01],277844195704332,6915514980415,6915514981215,6966762783815,AD010_sportage_img_[06/01],55-64,female,2026-02-17,43,51,1.18604651,BRL,0.9,"Clique de 7 dias ou visualização de 1 dia",,,1,1.96078431,17.64705882,0.9,0.9,,"Using campaign budget",Daily,20,Daily,2026-02-17,2026-02-17
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD05_bongo_img_[12/01],277844195704332,6662637016215,6662637322615,6969065448215,AD05_bongo_img_[12/01],55-64,female,2026-02-17,53,61,1.1509434,BRL,0.23,"Clique de 7 dias ou visualização de 1 dia",,,,1.63934426,3.7704918,,0.23,,30,Daily,"Using ad set budget",,2026-02-17,2026-02-17
"Conta Kia Sun Motors",CP02_stonic_[inicio_01/01],"[Amanita] Always On | KIA STONIC | Amplo",AD06_stonic_img_[14/01],277844195704332,6875080103815,6875080104415,6969866674215,AD06_stonic_img_[14/01],55-64,female,2026-02-17,10,10,1,BRL,0.11,"Clique de 7 dias ou visualização de 1 dia",,,,0,11,,0,,"Using campaign budget",Daily,10,Daily,2026-02-17,2026-02-17
"Conta Kia Sun Motors",CP04_carnival_[inicio_01/01],"[Amanita] Always On | KIA | Carnival | AMPLO (ADV)",AD03_carnival_img_[26/01],277844195704332,6819548126415,6880512939215,6974296417015,AD03_carnival_img_[26/01],55-64,female,2026-02-17,38,44,1.15789474,BRL,0.37,"Clique de 7 dias ou visualização de 1 dia",,,,0,8.40909091,,0,,"Using campaign budget",Daily,9,Daily,2026-02-17,2026-02-17
"Conta Kia Sun Motors",CP03_ev5_[inicio_01/01],"[Amanita] Always On | KIA | EV5 | ADV+RMKT",AD04_ev5_img_[26/01],277844195704332,6819551408615,6819551408215,6974317588815,AD04_ev5_img_[26/01],55-64,female,2026-02-17,3,3,1,BRL,0.05,"Clique de 7 dias ou visualização de 1 dia",,,,0,16.66666667,,0,,"Using campaign budget",Daily,7,Daily,2026-02-17,2026-02-17
"Conta Kia Sun Motors",CP07_sorento_[inicio_27/01],CJ01_sorento_amplo,AD01_sorrento_img_[27/01],277844195704332,6974778338815,6974778338615,6974778337815,AD01_sorrento_img_[27/01],55-64,female,2026-02-17,111,140,1.26126126,BRL,1.03,"Clique de 7 dias ou visualização de 1 dia",1.03,1,3,2.14285714,7.35714286,0.34333333,0.34333333,,"Using campaign budget",Daily,15,Daily,2026-02-17,2026-02-17
"Conta Kia Sun Motors",CP05_niro_[inicio_01/01],"[Amanita] Always On | KIA | Amplo",AD05_niro_img_[05/12],277844195704332,6729879019015,6729879019215,6953693449415,AD05_niro_img_[05/12],55-64,female,2026-02-17,90,102,1.13333333,BRL,1.05,"Clique de 7 dias ou visualização de 1 dia",,,2,1.96078431,10.29411765,0.525,0.525,,"Using campaign budget",Daily,20,Daily,2026-02-17,2026-02-17
"Conta Suzuki Sun Motors",CP09_gsx-s1000+gsx-s1000-gx_[inicio_05/02],CJ01_gsx-s1000+gsx-s1000-gx_amplo,AD04_gsx-s1000-gx_img_[08/12],722911362773979,120239355257350599,120239355257340599,120239355257310599,AD04_gsx-s1000-gx_img_[08/12],55-64,female,2026-02-17,16,18,1.125,BRL,0.06,"Clique de 7 dias ou visualização de 1 dia",,,1,5.55555556,3.33333333,0.06,0.06,,"Using campaign budget",Daily,18,Daily,2026-02-17,2026-02-17
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS",AD02_bongo_img_[24/11],277844195704332,6662637016215,6662637322615,6947902635015,AD02_bongo_img_[24/11],55-64,female,2026-02-17,9,9,1,BRL,0.01,"Clique de 7 dias ou visualização de 1 dia",,,1,11.11111111,1.11111111,0.01,0.01,,30,Daily,"Using ad set budget",,2026-02-17,2026-02-17
"Conta Kia Sun Motors",CP06_bongo_[inicio_01/01],"cj02 - AMPLO - Imagem- RS","AD Versatilidade - Bongo - Frete sem preço",277844195704332,6662637016215,6662637322615,6853552721615,"AD Versatilidade - Bongo - Frete sem preço",55-64,male,2026-02-17,149,175,1.17449664,BRL,2.54,"Clique de 7 dias ou visualização de 1 dia",1.27,2,4,4,14.51428571,0.635,0.36285714,,30,Daily,"Using ad set budget",,2026-02-17,2026-02-17
"Conta Kia Sun Motors",CP02_stonic_[inicio_01/01],"[Amanita] Always On | KIA STONIC | Amplo",AD04_stonic_img_[05/12],277844195704332,6875080103815,6875080104415,6953692882815,AD04_stonic_img_[05/12],55-64,male,2026-02-17,20,22,1.1,BRL,0.52,"Clique de 7 dias ou visualização de 1 dia",,,,0,23.63636364,,0,,"Using campaign budget",Daily,10,Daily,2026-02-17,2026-02-17
